z,E,D_growth,L_latent,B_exp,D_acc,S_proj,C_proj,C_proj_norm,R_proj,abs_d2R_dz2
2.774142071035517798e+00,4.197525876755502594e+00,3.342622659314565814e-01,2.022756503113468107e-01,1.584205900572318981e+01,6.761311721582972944e-02,1.109074941494945676e+01,9.769638049724896689e+00,5.125474922246465894e+02,9.759083328337863072e-01,5.887740366591920349e-02
2.775637818909454602e+00,4.199924440994427854e+00,3.341326502903956275e-01,2.022638017674431299e-01,1.585739355598071221e+01,6.758294014236697345e-02,1.110826999835887285e+01,9.785591860435923550e+00,5.133844818479821015e+02,9.759564813118605242e-01,5.867619823694170123e-02
2.777133566783391405e+00,4.202323535746928407e+00,3.340031329868094478e-01,2.022520147407548818e-01,1.587273728535358863e+01,6.755280657630649555e-02,1.112580621181953511e+01,9.801560386014662285e+00,5.142222434618975058e+02,9.760044985163984776e-01,5.847584140358819127e-02
2.778629314657328653e+00,4.204723160857007258e+00,3.338737139121346065e-01,2.022402889136958315e-01,1.588809019563291081e+01,6.752271636227873131e-02,1.114335804794744966e+01,9.817543621314777980e+00,5.150607767963992956e+02,9.760523848956476067e-01,5.827632845347174850e-02
2.780125062531265456e+00,4.207123316168819294e+00,3.337443929579609891e-01,2.022286239703004473e-01,1.590345228860940274e+01,6.749266934569167486e-02,1.116092549932863598e+01,9.833541561159700350e+00,5.159000815799072370e+02,9.761001408959689707e-01,5.807765535821651781e-02
2.781620810405202704e+00,4.209524001526678383e+00,3.336151700160315259e-01,2.022170195962159078e-01,1.591882356607346871e+01,6.746266537272674335e-02,1.117850855851922098e+01,9.849554200342710786e+00,5.167401575392598261e+02,9.761477669618432440e-01,5.787981767144678713e-02
2.783116558279139507e+00,4.211925216775051162e+00,3.334860449782419134e-01,2.022054754786941078e-01,1.593420402981515061e+01,6.743270429033457192e-02,1.119610721804548881e+01,9.865581533626981425e+00,5.175810043997157663e+02,9.761952635358831509e-01,5.768281087076054803e-02
2.784612306153076311e+00,4.214326961758559698e+00,3.333570177366405041e-01,2.021939913065834982e-01,1.594959368162414926e+01,6.740278594623089203e-02,1.121372147040394829e+01,9.881623555745635556e+00,5.184226218849571524e+02,9.762426310588415701e-01,5.748663111780061286e-02
2.786108054027013559e+00,4.216729236321979712e+00,3.332280881834278619e-01,2.021825667703212870e-01,1.596499252328982621e+01,6.737291018889240979e-02,1.123135130806142001e+01,9.897680261401822222e+00,5.192650097170937897e+02,9.762898699696221927e-01,5.729127402321054774e-02
2.787603801900950362e+00,4.219132040310241472e+00,3.330992562109568178e-01,2.021712015619254454e-01,1.598040055660118419e+01,6.734307686755279521e-02,1.124899672345507184e+01,9.913751645268748192e+00,5.201081676166645593e+02,9.763369807052871829e-01,5.709673521659830442e-02
2.789099549774887166e+00,4.221535373568428007e+00,3.329705217117315263e-01,2.021598953749868255e-01,1.599581778334689020e+01,6.731328583219842177e-02,1.126665770899252550e+01,9.929837701989770338e+00,5.209520953026421921e+02,9.763839637010683914e-01,5.690301063158109685e-02
2.790595297648824413e+00,4.223939235941778669e+00,3.328418845784081870e-01,2.021486479046612772e-01,1.601124420531527548e+01,6.728353693356455001e-02,1.128433425705191340e+01,9.945938426178440039e+00,5.217967924924358840e+02,9.764308193903763478e-01,5.671009603082133310e-02
2.792091045522761217e+00,4.226343627275682024e+00,3.327133447037943226e-01,2.021374588476619327e-01,1.602667982429430182e+01,6.725383002313117808e-02,1.130202635998191418e+01,9.962053812418549370e+00,5.226422589018932285e+02,9.764775482048092536e-01,5.651798746194813816e-02
2.793586793396698464e+00,4.228748547415684733e+00,3.325849019808477247e-01,2.021263279022513237e-01,1.604212464207161304e+01,6.722416495311894780e-02,1.131973401010188596e+01,9.978183855264225244e+00,5.234884942453060148e+02,9.765241505741615313e-01,5.632668064960100196e-02
2.795082541270635268e+00,4.231153996207480006e+00,3.324565563026782300e-01,2.021152547682337486e-01,1.605757866043448701e+01,6.719454157648545312e-02,1.133745719970188048e+01,9.994328549239961390e+00,5.243354982354109097e+02,9.765706269264347039e-01,5.613617139440307824e-02
2.796578289144572071e+00,4.233559973496920037e+00,3.323283075625451111e-01,2.021042391469474175e-01,1.607304188116987831e+01,6.716495974692091031e-02,1.135519592104275155e+01,1.001048788884070184e+01,5.251832705833945738e+02,9.766169776878452780e-01,5.594645599101433220e-02
2.798074037018509319e+00,4.235966479130006235e+00,3.322001556538581868e-01,2.020932807412569310e-01,1.608851430606438271e+01,6.713541931884441094e-02,1.137295016635620293e+01,1.002666186853189068e+01,5.260318109988959350e+02,9.766632032828341803e-01,5.575753014508499916e-02
2.799569784892446123e+00,4.238373512952890998e+00,3.320721004701778778e-01,2.020823792555456744e-01,1.610399593690425846e+01,6.710592014740014710e-02,1.139071992784486476e+01,1.004285048274952707e+01,5.268811191900090307e+02,9.767093041340757509e-01,5.556938979024472758e-02
2.801065532766382926e+00,4.240781074811881268e+00,3.319441419052137632e-01,2.020715343957080745e-01,1.611948677547541919e+01,6.707646208845320646e-02,1.140850519768237348e+01,1.005905372590024882e+01,5.277311948632877829e+02,9.767552806624867356e-01,5.538203110713979527e-02
2.802561280640320174e+00,4.243189164553434978e+00,3.318162798528253576e-01,2.020607458691421332e-01,1.613498682356344105e+01,6.704704499858589462e-02,1.142630596801343934e+01,1.007527159236138203e+01,5.285820377237478169e+02,9.768011332872355013e-01,5.519545001044257049e-02
2.804057028514256977e+00,4.245597782024159272e+00,3.316885142070211678e-01,2.020500133847419055e-01,1.615049608295354489e+01,6.701766873509377997e-02,1.144412223095389791e+01,1.009150407648099446e+01,5.294336474748704404e+02,9.768468624257505839e-01,5.500964252878937089e-02
2.805552776388193781e+00,4.248006927070814953e+00,3.315608448619590254e-01,2.020393366528900336e-01,1.616601455543061761e+01,6.698833315598198834e-02,1.146195397859081666e+01,1.010775117257797540e+01,5.302860238186055994e+02,9.768924684937295710e-01,5.482460491883323073e-02
2.807048524262131028e+00,4.250416599540314699e+00,3.314332717119452543e-01,2.020287153854502804e-01,1.618154224277921927e+01,6.695903811996119226e-02,1.147980120298256779e+01,1.012401287494211388e+01,5.311391664553767669e+02,9.769379519051480942e-01,5.464033317125327471e-02
2.808544272136067832e+00,4.252826799279716852e+00,3.313057946514351149e-01,2.020181492957600633e-01,1.619707914678353333e+01,6.692978348644404440e-02,1.149766389615884421e+01,1.014028917783410755e+01,5.319930750840812834e+02,9.769833130722679337e-01,5.445682342868884973e-02
2.810040020010005080e+00,4.255237526136236959e+00,3.311784135750318048e-01,2.020076380986232101e-01,1.621262526922743419e+01,6.690056911554119468e-02,1.151554205012080878e+01,1.015658007548569053e+01,5.328477494020968379e+02,9.770285524056463444e-01,5.427407179581145158e-02
2.811535767883941883e+00,4.257648779957234453e+00,3.310511283774868474e-01,2.019971815103024648e-01,1.622818061189442673e+01,6.687139486805765420e-02,1.153343565684110139e+01,1.017288556209964412e+01,5.337031891052821493e+02,9.770736703141444934e-01,5.409207435826957067e-02
2.813031515757878687e+00,4.260060560590222423e+00,3.309239389536994813e-01,2.019867792485122437e-01,1.624374517656769257e+01,6.684226060548903448e-02,1.155134470826395976e+01,1.018920563184990336e+01,5.345593938879826510e+02,9.771186672049356758e-01,5.391082754373321961e-02
2.814527263631815934e+00,4.262472867882864946e+00,3.307968451987163827e-01,2.019764310324114465e-01,1.625931896503008289e+01,6.681316619001782808e-02,1.156926919630529405e+01,1.020554027888161563e+01,5.354163634430333332e+02,9.771635434835150846e-01,5.373032745688988143e-02
2.816023011505752738e+00,4.264885701682970875e+00,3.306698470077319429e-01,2.019661365825960453e-01,1.627490197906407587e+01,6.678411148450973112e-02,1.158720911285270105e+01,1.022188949731116558e+01,5.362740974617603342e+02,9.772082995537060279e-01,5.355057027838938666e-02
2.817518759379689541e+00,4.267299061838501828e+00,3.305429442760870473e-01,2.019558956210920908e-01,1.629049422045182993e+01,6.675509635250989615e-02,1.160516444976560457e+01,1.023825328122628342e+01,5.371325956339863978e+02,9.772529358176704761e-01,5.337155245490343702e-02
2.819014507253626789e+00,4.269712948197568636e+00,3.304161368992699632e-01,2.019457078713483289e-01,1.630609569097516598e+01,6.672612065823940730e-02,1.162313519887531399e+01,1.025463162468610712e+01,5.379918576480343972e+02,9.772974526759159453e-01,5.319326997710938087e-02
2.820510255127563592e+00,4.272127360608429569e+00,3.302894247729152299e-01,2.019355730582292341e-01,1.632170639241555676e+01,6.669718426659153321e-02,1.164112135198507403e+01,1.027102452172123215e+01,5.388518831907296089e+02,9.773418505273048229e-01,5.301571932967519274e-02
2.822006003001500840e+00,4.274542298919492112e+00,3.301628077928038252e-01,2.019254909080078486e-01,1.633732632655413397e+01,6.666828704312814657e-02,1.165912290087015890e+01,1.028743196633377543e+01,5.397126719474032370e+02,9.773861297690628058e-01,5.283889697830623788e-02
2.823501750875437644e+00,4.276957762979311184e+00,3.300362858548628875e-01,2.019154611483587047e-01,1.635295549517169178e+01,6.663942885407617145e-02,1.167713983727795046e+01,1.030385395249745883e+01,5.405742236018967333e+02,9.774302907967852283e-01,5.266279893264425027e-02
2.824997498749374447e+00,4.279373752636590922e+00,3.299098588551654387e-01,2.019054835083507748e-01,1.636859390004868331e+01,6.661060956632393337e-02,1.169517215292800039e+01,1.032029047415766421e+01,5.414365378365649804e+02,9.774743340044474982e-01,5.248742182937782275e-02
2.826493246623311695e+00,4.281790267740183786e+00,3.297835266899298845e-01,2.018955577184405326e-01,1.638424154296523483e+01,6.658182904741760666e-02,1.171321983951213141e+01,1.033674152523151690e+01,5.422996143322802709e+02,9.775182597844125354e-01,5.231276202021284405e-02
2.827988994497248498e+00,4.284207308139087012e+00,3.296572892555205136e-01,2.018856835104650138e-01,1.639989842570110667e+01,6.655308716555782822e-02,1.173128288869446756e+01,1.035320709960791241e+01,5.431634527684337854e+02,9.775620685274374333e-01,5.213881579981460845e-02
2.829484742371185302e+00,4.286624873682449710e+00,3.295311464484459441e-01,2.018758606176347670e-01,1.641556455003575010e+01,6.652438378959586729e-02,1.174936129211157088e+01,1.036968719114764603e+01,5.440280528229425272e+02,9.776057606226838947e-01,5.196557978586824333e-02
2.830980490245122549e+00,4.289042964219564880e+00,3.294050981653604548e-01,2.018660887745270249e-01,1.643123991774826109e+01,6.649571878903044742e-02,1.176745504137246634e+01,1.038618179368342354e+01,5.448934141722498907e+02,9.776493364577238943e-01,5.179305023506941552e-02
2.832476238119059353e+00,4.291461579599872955e+00,3.292791443030627097e-01,2.018563677170788495e-01,1.644692453061739812e+01,6.646709203400409660e-02,1.178556412805873777e+01,1.040269090101995531e+01,5.457595364913306639e+02,9.776927964185495590e-01,5.162122378410671786e-02
2.833971985992996601e+00,4.293880719672961810e+00,3.291532847584957566e-01,2.018466971825803591e-01,1.646261839042158215e+01,6.643850339529973337e-02,1.180368854372460952e+01,1.041921450693402385e+01,5.466264194536940977e+02,9.777361408895793859e-01,5.145009691768187565e-02
2.835467733866933404e+00,4.296300384288566754e+00,3.290275194287468619e-01,2.018370769096677342e-01,1.647832149893890374e+01,6.640995274433716955e-02,1.182182827989702467e+01,1.043575260517455483e+01,5.474940627313882260e+02,9.777793702536671239e-01,5.127966593046373589e-02
2.836963481740870208e+00,4.298720573296565206e+00,3.289018482110473429e-01,2.018275066383166949e-01,1.649403385794709820e+01,6.638143995316979351e-02,1.183998332807570186e+01,1.045230518946265974e+01,5.483624659950019122e+02,9.778224848921094337e-01,5.110992768716293710e-02
2.838459229614807455e+00,4.301141286546986464e+00,3.287762710027718471e-01,2.018179861098355898e-01,1.650975546922358816e+01,6.635296489448094803e-02,1.185815367973325429e+01,1.046887225349176553e+01,5.492316289136714431e+02,9.778654851846534379e-01,5.094087859648865901e-02
2.839954977488744259e+00,4.303562523890001046e+00,3.286507877014390733e-01,2.018085150668587624e-01,1.652548633454543392e+01,6.632452744158086333e-02,1.187633932631521461e+01,1.048545379092760221e+01,5.501015511550799602e+02,9.779083715095042706e-01,5.077251512411962153e-02
2.841450725362681062e+00,4.305984285175927795e+00,3.285253982047102173e-01,2.017990932533399173e-01,1.654122645568937244e+01,6.629612746840295168e-02,1.189454025924015390e+01,1.050204979540834138e+01,5.509722323854650767e+02,9.779511442433329593e-01,5.060483409676130861e-02
2.842946473236618310e+00,4.308406570255230328e+00,3.284001024103902489e-01,2.017897204145454593e-01,1.655697583443181031e+01,6.626776484950074042e-02,1.191275646989975812e+01,1.051866026054463887e+01,5.518436722696206971e+02,9.779938037612843083e-01,5.043783196112627820e-02
2.844442221110555113e+00,4.310829378978515258e+00,3.282749002164264129e-01,2.017803962970477760e-01,1.657273447254879883e+01,6.623943946004433314e-02,1.193098794965887421e+01,1.053528517991968982e+01,5.527158704708999721e+02,9.780363504369834482e-01,5.027150542990810322e-02
2.845937968984492361e+00,4.313252711196537525e+00,3.281497915209085070e-01,2.017711206487189102e-01,1.658850237181606602e+01,6.621115117581719001e-02,1.194923468985562209e+01,1.055192454708932637e+01,5.535888266512205291e+02,9.780787846425451626e-01,5.010585121582877832e-02
2.847433716858429165e+00,4.315676566760192401e+00,3.280247762220687702e-01,2.017618932187237590e-01,1.660427953400899170e+01,6.618289987321279710e-02,1.196749668180145321e+01,1.056857835558206915e+01,5.544625404710672001e+02,9.781211067485787725e-01,4.994086580357404159e-02
2.848929464732365968e+00,4.318100945520526146e+00,3.278998542182813836e-01,2.017527137575137741e-01,1.662006596090264310e+01,6.615468542923141904e-02,1.198577391678126602e+01,1.058524659889922503e+01,5.553370115894971377e+02,9.781633171241981284e-01,4.977654607685977339e-02
2.850425212606303216e+00,4.320525847328721802e+00,3.277750254080624703e-01,2.017435820168203553e-01,1.663586165427172148e+01,6.612650772147682376e-02,1.200406638605341847e+01,1.060192927051490841e+01,5.562122396641407249e+02,9.782054161370278278e-01,4.961288872941516104e-02
2.851920960480240019e+00,4.322951272036112513e+00,3.276502896900694295e-01,2.017344977496484115e-01,1.665166661589061903e+01,6.609836662815296582e-02,1.202237408084988601e+01,1.061862636387617087e+01,5.570882243512087371e+02,9.782474041532104314e-01,4.944989041693581555e-02
2.853416708354176823e+00,4.325377219494170866e+00,3.275256469631014355e-01,2.017254607102700603e-01,1.666748084753336911e+01,6.607026202806090542e-02,1.204069699237627411e+01,1.063533787240302075e+01,5.579649653054930241e+02,9.782892815374135687e-01,4.928754794712908449e-02
2.854912456228114070e+00,4.327803689554515998e+00,3.274010971260983283e-01,2.017164706542181052e-01,1.668330435097369246e+01,6.604219380059542233e-02,1.205903511181195320e+01,1.065206378948854038e+01,5.588424621803727632e+02,9.783310486528384864e-01,4.912585805172930975e-02
2.856408204102050874e+00,4.330230682068908266e+00,3.272766400781412788e-01,2.017075273382797629e-01,1.669913712798495808e+01,6.601416182574203206e-02,1.207738843031009957e+01,1.066880410849892158e+01,5.597207146278166192e+02,9.783727058612257110e-01,4.896481755745263342e-02
2.857903951975987678e+00,4.332658196889251911e+00,3.271522757184517904e-01,2.016986305204903074e-01,1.671497918034020103e+01,6.598616598407358591e-02,1.209575693899779303e+01,1.068555882277355806e+01,5.605997222983871779e+02,9.784142535228632642e-01,4.880442342401103417e-02
2.859399699849924925e+00,4.335086233867595951e+00,3.270280039463916988e-01,2.016897799601268526e-01,1.673083050981214015e+01,6.595820615674723164e-02,1.211414062897611110e+01,1.070232792562512181e+01,5.614794848412449255e+02,9.784556919965931021e-01,4.864467219312906821e-02
2.860895447723861729e+00,4.337514792856128842e+00,3.269038246614633936e-01,2.016809754177019409e-01,1.674669111817313549e+01,6.593028222550134654e-02,1.213253949132017162e+01,1.071911141033960746e+01,5.623600019041510905e+02,9.784970216398185539e-01,4.848556082451693783e-02
2.862391195597798976e+00,4.339943873707183819e+00,3.267797377633089306e-01,2.016722166549574924e-01,1.676256100719523445e+01,6.590239407265223448e-02,1.215095351707926952e+01,1.073590927017645313e+01,5.632412731334735554e+02,9.785382428085119821e-01,4.832708633492899253e-02
2.863886943471735780e+00,4.342373476273234445e+00,3.266557431517101984e-01,2.016635034348584488e-01,1.677844017865012205e+01,6.587454158109114222e-02,1.216938269727688571e+01,1.075272149836854219e+01,5.641232981741869708e+02,9.785793558572204454e-01,4.816924536106448329e-02
2.865382691345672583e+00,4.344803600406898170e+00,3.265318407265886957e-01,2.016548355215867505e-01,1.679432863430918488e+01,6.584672463428120626e-02,1.218782702291085585e+01,1.076954808812236841e+01,5.650060766698815087e+02,9.786203611390734691e-01,4.801203503365414349e-02
2.866878439219609831e+00,4.347234245960933663e+00,3.264080303880046996e-01,2.016462126805350363e-01,1.681022637594345426e+01,6.581894311625413607e-02,1.220628648495338098e+01,1.078638903261803250e+01,5.658896082627628630e+02,9.786612590057904848e-01,4.785545216044084782e-02
2.868374187093546634e+00,4.349665412788239927e+00,3.262843120361581528e-01,2.016376346783006757e-01,1.682613340532362400e+01,6.579119691160752181e-02,1.222476107435113413e+01,1.080324432500934151e+01,5.667738925936569103e+02,9.787020498076860475e-01,4.769949358714420384e-02
2.869869934967483438e+00,4.352097100741859848e+00,3.261606855713872766e-01,2.016291012826796070e-01,1.684204972422007529e+01,6.576348590550146200e-02,1.224325078202537220e+01,1.082011395842391188e+01,5.676589293020159630e+02,9.787427338936791621e-01,4.754415655849975053e-02
2.871365682841420686e+00,4.354529309674974868e+00,3.260371508941691809e-01,2.016206122626603148e-01,1.685797533440283757e+01,6.573580998365576022e-02,1.226175559887196265e+01,1.083699792596318723e+01,5.685447180259186553e+02,9.787833116112973908e-01,4.738943776824378062e-02
2.872861430715357489e+00,4.356962039440907652e+00,3.259137079051193653e-01,2.016121673884178345e-01,1.687391023764161702e+01,6.570816903234684425e-02,1.228027551576151666e+01,1.085389622070256621e+01,5.694312584020777877e+02,9.788237833066854021e-01,4.723533425209502923e-02
2.874357178589294737e+00,4.359395289893123859e+00,3.257903565049912187e-01,2.016037664313077016e-01,1.688985443570578227e+01,6.568056293840471294e-02,1.229881052353943893e+01,1.087080883569144341e+01,5.703185500658415776e+02,9.788641493246118541e-01,4.708184319782482419e-02
2.875852926463231540e+00,4.361829060885226816e+00,3.256670965946759644e-01,2.015954091638600121e-01,1.690580793036437512e+01,6.565299158921002187e-02,1.231736061302603780e+01,1.088773576395330345e+01,5.712065926511988891e+02,9.789044100084743905e-01,4.692896145114744400e-02
2.877348674337168344e+00,4.364263352270961960e+00,3.255439280752028819e-01,2.015870953597734827e-01,1.692177072338609989e+01,6.562545487269116906e-02,1.233592577501658560e+01,1.090467699848578320e+01,5.720953857907826432e+02,9.789445657003078560e-01,4.677668610479379652e-02
2.878844422211105591e+00,4.366698163904215058e+00,3.254208508477381412e-01,2.015788247939096223e-01,1.693774281653934111e+01,6.559795267732120017e-02,1.235450600028142532e+01,1.092163253226076058e+01,5.729849291158743654e+02,9.789846167407905142e-01,4.662501419452347307e-02
2.880340170085042395e+00,4.369133495639008657e+00,3.252978648135856354e-01,2.015705972422867365e-01,1.695372421159212806e+01,6.557048489211510234e-02,1.237310127956602379e+01,1.093860235822440607e+01,5.738752222564069143e+02,9.790245634692504861e-01,4.647394288908301974e-02
2.881835917958979199e+00,4.371569347329508304e+00,3.251749698741859818e-01,2.015624124820741825e-01,1.696971491031217738e+01,6.554305140662672335e-02,1.239171160359108725e+01,1.095558646929729285e+01,5.747662648409699386e+02,9.790644062236720790e-01,4.632346930020148079e-02
2.883331665832916446e+00,4.374005718830018985e+00,3.250521659311165767e-01,2.015542702915864293e-01,1.698571491446688242e+01,6.551565211094587116e-02,1.241033696305264833e+01,1.097258485837446074e+01,5.756580564968139697e+02,9.791041453407024475e-01,4.617359031162848737e-02
2.884827413706853250e+00,4.376442609994980693e+00,3.249294528860913744e-01,2.015461704502774509e-01,1.700172422582327059e+01,6.548828689569556605e-02,1.242897734862209802e+01,1.098959751832545528e+01,5.765505968498517859e+02,9.791437811556588100e-01,4.602430322511175120e-02
2.886323161580790497e+00,4.378880020678979079e+00,3.248068306409603867e-01,2.015381127387347593e-01,1.701774284614808863e+01,6.546095565202900146e-02,1.244763275094636157e+01,1.100662444199448231e+01,5.774438855246667117e+02,9.791833140025334448e-01,4.587560522841371835e-02
2.887818909454727301e+00,4.381317950736730360e+00,3.246842990977103494e-01,2.015300969386738250e-01,1.703377077720769606e+01,6.543365827162693493e-02,1.246630316064787003e+01,1.102366562220038659e+01,5.783379221445117082e+02,9.792227442140013505e-01,4.572749339527248935e-02
2.889314657328664104e+00,4.383756400023096411e+00,3.245618581584632234e-01,2.015221228329323322e-01,1.704980802076816815e+01,6.540639464669459335e-02,1.248498856832475923e+01,1.104072105173682417e+01,5.792327063313180133e+02,9.792620721214257973e-01,4.557996502743755229e-02
2.890810405202601352e+00,4.386195368393075000e+00,3.244395077254768611e-01,2.015141902054644052e-01,1.706585457859523203e+01,6.537916466995898068e-02,1.250368896455088930e+01,1.105779072337228719e+01,5.801282377056969608e+02,9.793012980548648772e-01,4.543301708466351840e-02
2.892306153076538155e+00,4.388634855701800674e+00,3.243172477011445065e-01,2.015062988413351130e-01,1.708191045245428441e+01,6.535196823466613014e-02,1.252240433987593349e+01,1.107487462985017501e+01,5.810245158869431634e+02,9.793404223430778321e-01,4.528664686870698119e-02
2.893801900950474959e+00,4.391074861804546536e+00,3.241950779879947397e-01,2.014984485267147241e-01,1.709797564411038806e+01,6.532480523457821764e-02,1.254113468482547944e+01,1.109197276388890252e+01,5.819215404930407658e+02,9.793794453135319378e-01,4.514085175731885613e-02
2.895297648824412207e+00,4.393515386556725133e+00,3.240729984886907000e-01,2.014906390488732379e-01,1.711405015532828955e+01,6.529767556397081396e-02,1.255987998990112331e+01,1.110908511818195876e+01,5.828193111406660591e+02,9.794183672924069439e-01,4.499562880526752906e-02
2.896793396698349010e+00,4.395956429813884014e+00,3.239510091060306962e-01,2.014828701961746127e-01,1.713013398787239083e+01,6.527057911763016473e-02,1.257864024558053195e+01,1.112621168539799044e+01,5.837178274451919151e+02,9.794571886046036235e-01,4.485097539030569180e-02
2.898289144572286258e+00,4.398397991431710174e+00,3.238291097429473187e-01,2.014751417580714354e-01,1.714622714350678478e+01,6.524351579085038710e-02,1.259741544231756372e+01,1.114335245818089071e+01,5.846170890206926742e+02,9.794959095737475474e-01,4.470688873819561593e-02
2.899784892446223061e+00,4.400840071266025610e+00,3.237073003025076057e-01,2.014674535250993437e-01,1.716232962399520545e+01,6.521648547943083296e-02,1.261620557054229863e+01,1.116050742914983829e+01,5.855170954799460787e+02,9.795345305221970778e-01,4.456336605569077847e-02
2.901280640320159865e+00,4.403282669172789987e+00,3.235855806879127106e-01,2.014598052888714741e-01,1.717844143110108490e+01,6.518948807967329950e-02,1.263501062066119474e+01,1.117767659089943066e+01,5.864178464344403210e+02,9.795730517710482532e-01,4.442040481555764586e-02
2.902776388194097112e+00,4.405725785008101525e+00,3.234639508024973464e-01,2.014521968420730502e-01,1.719456256658752125e+01,6.516252348837932307e-02,1.265383058305713604e+01,1.119485993599973561e+01,5.873193414943765447e+02,9.796114736401414502e-01,4.427800220556754596e-02
2.904272136068033916e+00,4.408169418628190783e+00,3.233424105497301748e-01,2.014446279784559701e-01,1.721069303221726798e+01,6.513559160284757010e-02,1.267266544808951068e+01,1.121205745699635870e+01,5.882215802686725965e+02,9.796497964480671561e-01,4.413615562248729418e-02
2.905767883941970720e+00,4.410613569889428653e+00,3.232209598332132505e-01,2.014370984928333386e-01,1.722683282975277663e+01,6.510869232087110325e-02,1.269151520609433348e+01,1.122926914641054275e+01,5.891245623649682557e+02,9.796880205121715202e-01,4.399486242506434053e-02
2.907263631815907967e+00,4.413058238648319254e+00,3.230995985566816331e-01,2.014296081810742212e-01,1.724298196095614699e+01,6.508182554073475845e-02,1.271037984738430460e+01,1.124649499673924602e+01,5.900282873896288720e+02,9.797261461485632372e-01,4.385411983908227285e-02
