case,t,shock_time_inviscid,energy,dissipation,equation_residual_defect,energy_balance_defect,enstrophy,max_gradient,activity_pressure,low_mode_fraction,high_mode_fraction,H,B,S_eff,V,R_resp,R_rob,MAAT_warning
burgers_shock_warning,0.18,1.3334230027831278,0.26558016476400415,0.0002892776457010071,0.005714764584321145,0.17019352545587213,0.5785552914020142,1.1808039278329021,0.9256884662417418,0.9999999996125785,3.8742153929405276e-10,0.9943177083746173,0.8545595051129941,0.9953525929172741,0.9999999996125785,0.9471581363907398,0.9471581363907398,0.05084058655229412
burgers_shock_warning,0.185,1.3334230027831278,0.265578966394453,0.0002888914862844735,0.005715032309613174,0.17036700014116424,0.5777829725689471,1.173866470572999,0.9244527561088364,0.9999999994794017,5.205983422129634e-10,0.9943174436833379,0.8544328401940458,0.9951907999295022,0.9999999994794017,0.9471112532892654,0.9471112532892654,0.050851718831032566
burgers_shock_warning,0.19,1.3334230027831278,0.2655777698244004,0.00028851753406523037,0.005715548056467213,0.17053910964074193,0.5770350681304607,1.1670101112240185,0.9232561090072601,0.9999999993108805,6.891195392100258e-10,0.994316933781612,0.8543072091857885,0.995031291117844,0.9999999993108805,0.9470646697635454,0.9470646697635454,0.05086355633066427
burgers_shock_warning,0.195,1.3334230027831278,0.265576575001056,0.0002881556903671079,0.005716311360018092,0.17070987305080007,0.5763113807342157,1.1602334351809471,0.92209820917327,0.9999999991003863,8.996137168537643e-10,0.9943161791297906,0.8541825972596093,0.9948742871710717,0.9999999991003863,0.947018380599972,0.947018380599972,0.050876100737652925
burgers_shock_warning,0.2,1.3334230027831278,0.26557538187208746,0.0002878058601341706,0.005717321829242318,0.17087930810952343,0.5756117202683412,1.1535350605662846,0.9209787524278725,0.9999999988406428,1.15935716582527e-09,0.9943151801155782,0.8540589906013272,0.9947200004336039,0.9999999988406428,0.9469723809333711,0.9469723809333711,0.0508893535713302
burgers_shock_warning,0.20500000000000002,1.3334230027831278,0.26557419038560526,0.00028746795186369644,0.005718579146557179,0.17104743305818146,0.5749359037273929,1.1469136372886841,0.919897445962357,0.9999999985237732,1.4762268074619556e-09,0.9943139370544293,0.8539363750522962,0.994568635078322,0.9999999985237732,0.9469266657450822,0.9469266657450822,0.05090331666483014
burgers_shock_warning,0.21,1.3334230027831278,0.2655730004901461,0.0002871418775420657,0.005720083067213327,0.17121426508359155,0.5742837550841313,1.1403678461336986,0.9188540081331401,0.9999999981413756,1.8586243655249746e-09,0.994312450190148,0.8538147372450491,0.9944203872724778,0.9999999981413756,0.9468812302829693,0.9468812302829693,0.050917991760658074
burgers_shock_warning,0.215,1.3334230027831278,0.26557181213465897,0.0002868275525834756,0.005721833419081548,0.17137982228113385,0.5736551051669512,1.1338963978857695,0.9178481682656535,0.9999999976846229,2.315377112260819e-09,0.9943107196950975,0.8536940631712518,0.9942754453368565,0.9999999976846229,0.9468360695322752,0.9468360695322752,0.050933381017068374
burgers_shock_warning,0.22,1.3334230027831278,0.2655706252684871,0.0002865248957713877,0.005723830101830284,0.17154412044702605,0.5730497915427754,1.1274980324797261,0.9168796664669737,0.999999997144397,2.855602976303828e-09,0.9943087456710151,0.853574340519442,0.9941339898983466,0.999999997144397,0.9467911790802023,0.9467911790802023,0.0509494861783171
burgers_shock_warning,0.225,1.3334230027831278,0.2655694398413565,0.0002862338292026403,0.005726073087346371,0.17170717746111422,0.5724676584052806,1.121171518181409,0.9159482534469836,0.9999999965114476,3.488552446917481e-09,0.9943065281485955,0.8534555554800186,0.99399619403607,0.9999999965114476,0.9467465539347478,0.9467465539347478,0.05096630970550314
