k_hMpc,t,delta_lambda_a
2.999999999999999889e-01,4.574574574574574726e+00,5.059673549144412252e-01
2.999999999999999889e-01,4.584584584584584732e+00,5.110585436755238353e-01
2.999999999999999889e-01,4.594594594594594739e+00,5.162009409414429761e-01
2.999999999999999889e-01,4.604604604604604745e+00,5.213950619876895898e-01
2.999999999999999889e-01,4.614614614614614752e+00,5.266414272725220558e-01
2.999999999999999889e-01,4.624624624624624758e+00,5.319405624891162532e-01
2.999999999999999889e-01,4.634634634634634764e+00,5.372929986182410911e-01
2.999999999999999889e-01,4.644644644644644771e+00,5.426992719814633936e-01
2.999999999999999889e-01,4.654654654654654777e+00,5.481599242948881345e-01
2.999999999999999889e-01,4.664664664664664784e+00,5.536755027234392390e-01
2.999999999999999889e-01,4.674674674674674790e+00,5.592465599356859496e-01
2.999999999999999889e-01,4.684684684684684797e+00,5.648736541592213056e-01
2.999999999999999889e-01,4.694694694694694803e+00,5.705573492365971777e-01
2.999999999999999889e-01,4.704704704704704810e+00,5.762982146818221851e-01
2.999999999999999889e-01,4.714714714714714816e+00,5.820968257374276034e-01
2.999999999999999889e-01,4.724724724724724823e+00,5.879537634321075901e-01
2.999999999999999889e-01,4.734734734734734829e+00,5.938696146389388364e-01
2.999999999999999889e-01,4.744744744744744835e+00,5.998449721341865271e-01
2.999999999999999889e-01,4.754754754754754842e+00,6.058804346567007171e-01
2.999999999999999889e-01,4.764764764764764848e+00,6.119766069679112297e-01
2.999999999999999889e-01,4.774774774774774855e+00,6.181340999124254054e-01
2.999999999999999889e-01,4.784784784784784861e+00,6.243535304792354745e-01
2.999999999999999889e-01,4.794794794794794868e+00,6.306355218635417703e-01
2.999999999999999889e-01,4.804804804804804874e+00,6.369807035291977781e-01
2.999999999999999889e-01,4.814814814814814881e+00,6.433897112717830158e-01
2.999999999999999889e-01,4.824824824824824887e+00,6.498631872823108502e-01
2.999999999999999889e-01,4.834834834834834894e+00,6.564017802115769129e-01
2.999999999999999889e-01,4.844844844844844900e+00,6.630061452351543316e-01
2.999999999999999889e-01,4.854854854854854906e+00,6.696769441190437711e-01
2.999999999999999889e-01,4.864864864864864913e+00,6.764148452859828353e-01
2.999999999999999889e-01,4.874874874874874919e+00,6.832205238824230475e-01
2.999999999999999889e-01,4.884884884884884926e+00,6.900946618461805127e-01
2.999999999999999889e-01,4.894894894894894932e+00,6.970379479747665918e-01
2.999999999999999889e-01,4.904904904904904939e+00,7.040510779944069153e-01
2.999999999999999889e-01,4.914914914914914945e+00,7.111347546297533961e-01
2.999999999999999889e-01,4.924924924924924952e+00,7.182896876742986825e-01
2.999999999999999889e-01,4.934934934934934958e+00,7.255165940614979325e-01
2.999999999999999889e-01,4.944944944944944965e+00,7.328161979366069056e-01
2.999999999999999889e-01,4.954954954954954971e+00,7.401892307292419204e-01
2.999999999999999889e-01,4.964964964964964977e+00,7.476364312266702283e-01
2.999999999999999889e-01,4.974974974974974984e+00,7.551585456478372427e-01
2.999999999999999889e-01,4.984984984984984990e+00,7.627563277181388379e-01
2.999999999999999889e-01,4.994994994994994997e+00,7.704305387449453812e-01
2.999999999999999889e-01,5.005005005005005003e+00,7.781819476938860447e-01
2.999999999999999889e-01,5.015015015015015010e+00,7.860113312658996154e-01
2.999999999999999889e-01,5.025025025025025016e+00,7.939194739750613516e-01
2.999999999999999889e-01,5.035035035035035023e+00,8.019071682271921020e-01
2.999999999999999889e-01,5.045045045045045029e+00,8.099752143992584585e-01
2.999999999999999889e-01,5.055055055055055035e+00,8.181244209195713823e-01
2.999999999999999889e-01,5.065065065065065042e+00,8.263556043487918501e-01
2.999999999999999889e-01,5.075075075075075048e+00,8.346695894617511824e-01
2.999999999999999889e-01,5.085085085085085055e+00,8.430672093300946024e-01
2.999999999999999889e-01,5.095095095095095061e+00,8.515493054057559075e-01
2.999999999999999889e-01,5.105105105105105068e+00,8.601167276052722466e-01
2.999999999999999889e-01,5.115115115115115074e+00,8.687703343949465529e-01
2.999999999999999889e-01,5.125125125125125081e+00,8.775109928768670686e-01
2.999999999999999889e-01,5.135135135135135087e+00,8.863395788757920668e-01
2.999999999999999889e-01,5.145145145145145094e+00,8.952569770269084293e-01
2.999999999999999889e-01,5.155155155155155100e+00,9.042640808644732964e-01
2.999999999999999889e-01,5.165165165165165106e+00,9.133617929113474476e-01
2.999999999999999889e-01,5.175175175175175113e+00,9.225510247694287402e-01
2.999999999999999889e-01,5.185185185185185119e+00,9.318326972109962636e-01
2.999999999999999889e-01,5.195195195195195126e+00,9.412077402709726481e-01
2.999999999999999889e-01,5.205205205205205132e+00,9.506770933401145207e-01
2.999999999999999889e-01,5.215215215215215139e+00,9.602417052591407653e-01
2.999999999999999889e-01,5.225225225225225145e+00,9.699025344138076932e-01
2.999999999999999889e-01,5.235235235235235152e+00,9.796605488309402254e-01
2.999999999999999889e-01,5.245245245245245158e+00,9.895167262754293036e-01
2.999999999999999889e-01,5.255255255255255165e+00,9.994720543482054076e-01
2.999999999999999889e-01,5.265265265265265171e+00,1.009527530585197175e+00
2.999999999999999889e-01,5.275275275275275177e+00,1.019684162557285667e+00
2.999999999999999889e-01,5.285285285285285184e+00,1.029942967971264389e+00
2.999999999999999889e-01,5.295295295295295190e+00,1.040304974771814495e+00
2.999999999999999889e-01,5.305305305305305197e+00,1.050771221244506171e+00
2.999999999999999889e-01,5.315315315315315203e+00,1.061342756119836528e+00
2.999999999999999889e-01,5.325325325325325210e+00,1.072020638678312654e+00
2.999999999999999889e-01,5.335335335335335216e+00,1.082805938856594041e+00
2.999999999999999889e-01,5.345345345345345223e+00,1.093699737354700385e+00
2.999999999999999889e-01,5.355355355355355229e+00,1.104703125744299852e+00
2.999999999999999889e-01,5.365365365365365236e+00,1.115817206578085585e+00
2.999999999999999889e-01,5.375375375375375242e+00,1.127043093500252668e+00
2.999999999999999889e-01,5.385385385385385248e+00,1.138381911358086862e+00
2.999999999999999889e-01,5.395395395395395255e+00,1.149834796314675334e+00
2.999999999999999889e-01,5.405405405405405261e+00,1.161402895962751591e+00
2.999999999999999889e-01,5.415415415415415268e+00,1.173087369439686389e+00
2.999999999999999889e-01,5.425425425425425274e+00,1.184889387543633488e+00
2.999999999999999889e-01,5.435435435435435281e+00,1.196810132850845809e+00
2.999999999999999889e-01,5.445445445445445287e+00,1.208850799834170875e+00
2.999999999999999889e-01,5.455455455455455294e+00,1.221012594982738397e+00
2.999999999999999889e-01,5.465465465465465300e+00,1.233296736922851577e+00
2.999999999999999889e-01,5.475475475475475307e+00,1.245704456540095428e+00
2.999999999999999889e-01,5.485485485485485313e+00,1.258236997102672561e+00
2.999999999999999889e-01,5.495495495495495319e+00,1.270895614385980199e+00
2.999999999999999889e-01,5.505505505505505326e+00,1.283681576798440860e+00
2.999999999999999889e-01,5.515515515515515332e+00,1.296596165508597576e+00
2.999999999999999889e-01,5.525525525525525339e+00,1.309640674573489205e+00
2.999999999999999889e-01,5.535535535535535345e+00,1.322816411068315823e+00
2.999999999999999889e-01,5.545545545545545352e+00,1.336124695217409952e+00
2.999999999999999889e-01,5.555555555555555358e+00,1.349566860526523859e+00
2.999999999999999889e-01,5.565565565565565365e+00,1.363144253916448889e+00
2.999999999999999889e-01,5.575575575575575371e+00,1.376858235857978396e+00
2.999999999999999889e-01,5.585585585585585378e+00,1.390710180508228477e+00
2.999999999999999889e-01,5.595595595595595384e+00,1.404701475848330272e+00
2.999999999999999889e-01,5.605605605605605390e+00,1.418833523822506715e+00
2.999999999999999889e-01,5.615615615615615397e+00,1.433107740478549941e+00
2.999999999999999889e-01,5.625625625625625403e+00,1.447525556109710454e+00
2.999999999999999889e-01,5.635635635635635410e+00,1.462088415398013819e+00
2.999999999999999889e-01,5.645645645645645416e+00,1.476797777559020197e+00
2.999999999999999889e-01,5.655655655655655423e+00,1.491655116488038946e+00
2.999999999999999889e-01,5.665665665665665429e+00,1.506661920907814922e+00
2.999999999999999889e-01,5.675675675675675436e+00,1.521819694517700272e+00
2.999999999999999889e-01,5.685685685685685442e+00,1.537129956144326570e+00
2.999999999999999889e-01,5.695695695695695449e+00,1.552594239893793082e+00
2.999999999999999889e-01,5.705705705705705455e+00,1.568214095305386468e+00
2.999999999999999889e-01,5.715715715715715461e+00,1.583991087506845918e+00
2.999999999999999889e-01,5.725725725725725468e+00,1.599926797371190812e+00
2.999999999999999889e-01,5.735735735735735474e+00,1.616022821675126231e+00
2.999999999999999889e-01,5.745745745745745481e+00,1.632280773259042084e+00
2.999999999999999889e-01,5.755755755755755487e+00,1.648702281188620722e+00
2.999999999999999889e-01,5.765765765765765494e+00,1.665288990918072365e+00
2.999999999999999889e-01,5.775775775775775500e+00,1.682042564455010547e+00
2.999999999999999889e-01,5.785785785785785507e+00,1.698964680526987792e+00
2.999999999999999889e-01,5.795795795795795513e+00,1.716057034749705945e+00
2.999999999999999889e-01,5.805805805805805520e+00,1.733321339796918714e+00
2.999999999999999889e-01,5.815815815815815526e+00,1.750759325572043501e+00
2.999999999999999889e-01,5.825825825825825532e+00,1.768372739381500303e+00
2.999999999999999889e-01,5.835835835835835539e+00,1.786163346109792993e+00
2.999999999999999889e-01,5.845845845845845545e+00,1.804132928396353419e+00
2.999999999999999889e-01,5.855855855855855552e+00,1.822283286814163628e+00
2.999999999999999889e-01,5.865865865865865558e+00,1.840616240050175767e+00
2.999999999999999889e-01,5.875875875875875565e+00,1.859133625087545871e+00
2.999999999999999889e-01,5.885885885885885571e+00,1.877837297389702842e+00
2.999999999999999889e-01,5.895895895895895578e+00,1.896729131086266840e+00
2.999999999999999889e-01,5.905905905905905584e+00,1.915811019160839956e+00
2.999999999999999889e-01,5.915915915915915591e+00,1.935084873640685155e+00
2.999999999999999889e-01,5.925925925925925597e+00,1.954552625788313680e+00
2.999999999999999889e-01,5.935935935935935603e+00,1.974216226294999821e+00
2.999999999999999889e-01,5.945945945945945610e+00,1.994077645476242333e+00
2.999999999999999889e-01,5.955955955955955616e+00,2.014138873469192514e+00
2.999999999999999889e-01,5.965965965965965623e+00,2.034401920432067801e+00
2.999999999999999889e-01,5.975975975975975629e+00,2.054868816745571980e+00
2.999999999999999889e-01,5.985985985985985636e+00,2.075541613216342895e+00
2.999999999999999889e-01,5.995995995995995642e+00,2.096422381282443848e+00
2.999999999999999889e-01,6.006006006006005649e+00,2.117513213220925561e+00
2.999999999999999889e-01,6.016016016016015655e+00,2.138816222357473595e+00
2.999999999999999889e-01,6.026026026026025662e+00,2.160333543278166957e+00
2.999999999999999889e-01,6.036036036036035668e+00,2.182067332043365226e+00
2.999999999999999889e-01,6.046046046046045674e+00,2.204019766403749081e+00
2.999999999999999889e-01,6.056056056056055681e+00,2.226193046018532851e+00
2.999999999999999889e-01,6.066066066066065687e+00,2.248589392675873544e+00
2.999999999999999889e-01,6.076076076076075694e+00,2.271211050515495877e+00
2.999999999999999889e-01,6.086086086086085700e+00,2.294060286253558179e+00
2.999999999999999889e-01,6.096096096096095707e+00,2.317139389409779149e+00
2.999999999999999889e-01,6.106106106106105713e+00,2.340450672536851684e+00
2.999999999999999889e-01,6.116116116116115720e+00,2.363996471452162407e+00
2.999999999999999889e-01,6.126126126126125726e+00,2.387779145471843112e+00
2.999999999999999889e-01,6.136136136136135732e+00,2.411801077647177660e+00
2.999999999999999889e-01,6.146146146146145739e+00,2.436064675003386082e+00
2.999999999999999889e-01,6.156156156156155745e+00,2.460572368780811203e+00
2.999999999999999889e-01,6.166166166166165752e+00,2.485326614678531332e+00
2.999999999999999889e-01,6.176176176176175758e+00,2.510329893100425203e+00
2.999999999999999889e-01,6.186186186186185765e+00,2.535584709403710946e+00
2.999999999999999889e-01,6.196196196196195771e+00,2.561093594149984387e+00
2.999999999999999889e-01,6.206206206206205778e+00,2.586859103358786438e+00
2.999999999999999889e-01,6.216216216216215784e+00,2.612883818763717780e+00
2.999999999999999889e-01,6.226226226226225791e+00,2.639170348071131489e+00
2.999999999999999889e-01,6.236236236236235797e+00,2.665721325221428906e+00
2.999999999999999889e-01,6.246246246246245803e+00,2.692539410652983189e+00
2.999999999999999889e-01,6.256256256256255810e+00,2.719627291568718519e+00
2.999999999999999889e-01,6.266266266266265816e+00,2.746987682205369818e+00
2.999999999999999889e-01,6.276276276276275823e+00,2.774623324105453648e+00
2.999999999999999889e-01,6.286286286286285829e+00,2.802536986391973794e+00
2.999999999999999889e-01,6.296296296296295836e+00,2.830731466045889544e+00
2.999999999999999889e-01,6.306306306306305842e+00,2.859209588186378159e+00
2.999999999999999889e-01,6.316316316316315849e+00,2.887974206353912887e+00
2.999999999999999889e-01,6.326326326326325855e+00,2.917028202796192460e+00
2.999999999999999889e-01,6.336336336336335862e+00,2.946374488756945631e+00
2.999999999999999889e-01,6.346346346346345868e+00,2.976016004767640499e+00
2.999999999999999889e-01,6.356356356356355874e+00,3.005955720942129705e+00
2.999999999999999889e-01,6.366366366366365881e+00,3.036196637274258148e+00
2.999999999999999889e-01,6.376376376376375887e+00,3.066741783938466970e+00
2.999999999999999889e-01,6.386386386386385894e+00,3.097594221593420460e+00
2.999999999999999889e-01,6.396396396396395900e+00,3.128757041688686957e+00
2.999999999999999889e-01,6.406406406406405907e+00,3.160233366774505281e+00
2.999999999999999889e-01,6.416416416416416801e+00,3.192026350814669566e+00
2.999999999999999889e-01,6.426426426426426808e+00,3.224139179502558239e+00
2.999999999999999889e-01,6.436436436436436814e+00,3.256575070580344899e+00
2.999999999999999889e-01,6.446446446446446821e+00,3.289337274161419966e+00
2.999999999999999889e-01,6.456456456456456827e+00,3.322429073056055060e+00
2.999999999999999889e-01,6.466466466466466834e+00,3.355853783100344767e+00
2.999999999999999889e-01,6.476476476476476840e+00,3.389614753488457755e+00
2.999999999999999889e-01,6.486486486486486847e+00,3.423715367108229213e+00
2.999999999999999889e-01,6.496496496496496853e+00,3.458159040880129709e+00
2.999999999999999889e-01,6.506506506506506859e+00,3.492949226099645088e+00
2.999999999999999889e-01,6.516516516516516866e+00,3.528089408783100733e+00
2.999999999999999889e-01,6.526526526526526872e+00,3.563583110016963484e+00
2.999999999999999889e-01,6.536536536536536879e+00,3.599433886310658526e+00
2.999999999999999889e-01,6.546546546546546885e+00,3.635645329952936322e+00
2.999999999999999889e-01,6.556556556556556892e+00,3.672221069371823354e+00
2.999999999999999889e-01,6.566566566566566898e+00,3.709164769498195735e+00
2.999999999999999889e-01,6.576576576576576905e+00,3.746480132133009011e+00
2.999999999999999889e-01,6.586586586586586911e+00,3.784170896318221899e+00
2.999999999999999889e-01,6.596596596596596918e+00,3.822240838711453925e+00
2.999999999999999889e-01,6.606606606606606924e+00,3.860693773964410269e+00
2.999999999999999889e-01,6.616616616616616930e+00,3.899533555105113791e+00
2.999999999999999889e-01,6.626626626626626937e+00,3.938764073923983755e+00
2.999999999999999889e-01,6.636636636636636943e+00,3.978389261363797225e+00
2.999999999999999889e-01,6.646646646646646950e+00,4.018413087913573989e+00
2.999999999999999889e-01,6.656656656656656956e+00,4.058839564006423650e+00
2.999999999999999889e-01,6.666666666666666963e+00,4.099672740421397066e+00
2.999999999999999889e-01,6.676676676676676969e+00,4.140916708689376335e+00
2.999999999999999889e-01,6.686686686686686976e+00,4.182575601503054408e+00
