k_hMpc,t,delta_lambda_a
1.000000000000000000e+00,1.701701701701701652e-01,1.782480009726911032e-03
1.000000000000000000e+00,1.801801801801801717e-01,1.887550077572148783e-03
1.000000000000000000e+00,1.901901901901901781e-01,1.992717703944716506e-03
1.000000000000000000e+00,2.002002002002001846e-01,2.097994435106210771e-03
1.000000000000000000e+00,2.102102102102102188e-01,2.203391817147744292e-03
1.000000000000000000e+00,2.202202202202202252e-01,2.308921397269132324e-03
1.000000000000000000e+00,2.302302302302302317e-01,2.414594725056843066e-03
1.000000000000000000e+00,2.402402402402402382e-01,2.520423353760856047e-03
1.000000000000000000e+00,2.502502502502502724e-01,2.626418841570572066e-03
1.000000000000000000e+00,2.602602602602602788e-01,2.732592752889912574e-03
1.000000000000000000e+00,2.702702702702702853e-01,2.838956659611758561e-03
1.000000000000000000e+00,2.802802802802802917e-01,2.945522142391862521e-03
1.000000000000000000e+00,2.902902902902902982e-01,3.052300791922380515e-03
1.000000000000000000e+00,3.003003003003003046e-01,3.159304210205163971e-03
1.000000000000000000e+00,3.103103103103103111e-01,3.266544011824952607e-03
1.000000000000000000e+00,3.203203203203203175e-01,3.374031825222608989e-03
1.000000000000000000e+00,3.303303303303303240e-01,3.481779293968537397e-03
1.000000000000000000e+00,3.403403403403403304e-01,3.589798078036427094e-03
1.000000000000000000e+00,3.503503503503503369e-01,3.698099855077459624e-03
1.000000000000000000e+00,3.603603603603603434e-01,3.806696321695121968e-03
1.000000000000000000e+00,3.703703703703703498e-01,3.915599194720766930e-03
1.000000000000000000e+00,3.803803803803803563e-01,4.024820212490057801e-03
1.000000000000000000e+00,3.903903903903903627e-01,4.134371136120443442e-03
1.000000000000000000e+00,4.004004004004003692e-01,4.244263750789798242e-03
1.000000000000000000e+00,4.104104104104104311e-01,4.354509867016372222e-03
1.000000000000000000e+00,4.204204204204204376e-01,4.465121321940186162e-03
1.000000000000000000e+00,4.304304304304304440e-01,4.576109980606020942e-03
1.000000000000000000e+00,4.404404404404404505e-01,4.687487737248129463e-03
1.000000000000000000e+00,4.504504504504504570e-01,4.799266516576823800e-03
1.000000000000000000e+00,4.604604604604604634e-01,4.911458275067069439e-03
1.000000000000000000e+00,4.704704704704704699e-01,5.024075002249234027e-03
1.000000000000000000e+00,4.804804804804804763e-01,5.137128722002120770e-03
1.000000000000000000e+00,4.904904904904904828e-01,5.250631493848440835e-03
1.000000000000000000e+00,5.005005005005005447e-01,5.364595414252856624e-03
1.000000000000000000e+00,5.105105105105105512e-01,5.479032617922739885e-03
1.000000000000000000e+00,5.205205205205205576e-01,5.593955279111783446e-03
1.000000000000000000e+00,5.305305305305305641e-01,5.709375612926610548e-03
1.000000000000000000e+00,5.405405405405405705e-01,5.825305876636525763e-03
1.000000000000000000e+00,5.505505505505505770e-01,5.941758370986542810e-03
1.000000000000000000e+00,5.605605605605605835e-01,6.058745441513833235e-03
1.000000000000000000e+00,5.705705705705705899e-01,6.176279479867745163e-03
1.000000000000000000e+00,5.805805805805805964e-01,6.294372925133522208e-03
1.000000000000000000e+00,5.905905905905906028e-01,6.413038265159876940e-03
1.000000000000000000e+00,6.006006006006006093e-01,6.532288037890555087e-03
1.000000000000000000e+00,6.106106106106106157e-01,6.652134832700032710e-03
1.000000000000000000e+00,6.206206206206206222e-01,6.772591291733499885e-03
1.000000000000000000e+00,6.306306306306306286e-01,6.893670111251258385e-03
1.000000000000000000e+00,6.406406406406406351e-01,7.015384042977693829e-03
1.000000000000000000e+00,6.506506506506506415e-01,7.137745895454957606e-03
1.000000000000000000e+00,6.606606606606606480e-01,7.260768535401506026e-03
1.000000000000000000e+00,6.706706706706706544e-01,7.384464889075638937e-03
1.000000000000000000e+00,6.806806806806806609e-01,7.508847943644191350e-03
1.000000000000000000e+00,6.906906906906906674e-01,7.633930748556516828e-03
1.000000000000000000e+00,7.007007007007006738e-01,7.759726416923909235e-03
1.000000000000000000e+00,7.107107107107106803e-01,7.886248126904617239e-03
1.000000000000000000e+00,7.207207207207206867e-01,8.013509123094592068e-03
1.000000000000000000e+00,7.307307307307306932e-01,8.141522717924114250e-03
1.000000000000000000e+00,7.407407407407406996e-01,8.270302293060458054e-03
1.000000000000000000e+00,7.507507507507507061e-01,8.399861300816737625e-03
1.000000000000000000e+00,7.607607607607607125e-01,8.530213265567073572e-03
1.000000000000000000e+00,7.707707707707707190e-01,8.661371785168250903e-03
1.000000000000000000e+00,7.807807807807807254e-01,8.793350532388003599e-03
1.000000000000000000e+00,7.907907907907907319e-01,8.926163256340078483e-03
1.000000000000000000e+00,8.008008008008007383e-01,9.059823783926237994e-03
1.000000000000000000e+00,8.108108108108108558e-01,9.194346021285344089e-03
1.000000000000000000e+00,8.208208208208208623e-01,9.329743955249684625e-03
1.000000000000000000e+00,8.308308308308308687e-01,9.466031654808691395e-03
1.000000000000000000e+00,8.408408408408408752e-01,9.603223272580207678e-03
1.000000000000000000e+00,8.508508508508508816e-01,9.741333046289452763e-03
1.000000000000000000e+00,8.608608608608608881e-01,9.880375300255848231e-03
1.000000000000000000e+00,8.708708708708708945e-01,1.002036444688785867e-02
1.000000000000000000e+00,8.808808808808809010e-01,1.016131498818600119e-02
1.000000000000000000e+00,8.908908908908909074e-01,1.030324151725418337e-02
1.000000000000000000e+00,9.009009009009009139e-01,1.044615871981953263e-02
1.000000000000000000e+00,9.109109109109109204e-01,1.059008137576086979e-02
1.000000000000000000e+00,9.209209209209209268e-01,1.073502436064599150e-02
1.000000000000000000e+00,9.309309309309309333e-01,1.088100264727791429e-02
1.000000000000000000e+00,9.409409409409409397e-01,1.102803130725025886e-02
1.000000000000000000e+00,9.509509509509509462e-01,1.117612551251191862e-02
1.000000000000000000e+00,9.609609609609609526e-01,1.132530053694118591e-02
1.000000000000000000e+00,9.709709709709709591e-01,1.147557175792950426e-02
1.000000000000000000e+00,9.809809809809809655e-01,1.162695465797499578e-02
1.000000000000000000e+00,9.909909909909909720e-01,1.177946482628594409e-02
1.000000000000000000e+00,1.001001001001001089e+00,1.193311796039440466e-02
1.000000000000000000e+00,1.011011011011011096e+00,1.208792986778008463e-02
1.000000000000000000e+00,1.021021021021021102e+00,1.224391646750469520e-02
1.000000000000000000e+00,1.031031031031031109e+00,1.240109379185691703e-02
1.000000000000000000e+00,1.041041041041041115e+00,1.255947798800817125e-02
1.000000000000000000e+00,1.051051051051051122e+00,1.271908531967935047e-02
1.000000000000000000e+00,1.061061061061061128e+00,1.287993216881869706e-02
1.000000000000000000e+00,1.071071071071071135e+00,1.304203503729099538e-02
1.000000000000000000e+00,1.081081081081081141e+00,1.320541054857825650e-02
1.000000000000000000e+00,1.091091091091091148e+00,1.337007544949206199e-02
1.000000000000000000e+00,1.101101101101101154e+00,1.353604661189776112e-02
1.000000000000000000e+00,1.111111111111111160e+00,1.370334103445068792e-02
1.000000000000000000e+00,1.121121121121121167e+00,1.387197584434457162e-02
1.000000000000000000e+00,1.131131131131131173e+00,1.404196829907234691e-02
1.000000000000000000e+00,1.141141141141141180e+00,1.421333578819951142e-02
1.000000000000000000e+00,1.151151151151151186e+00,1.438609583515024215e-02
1.000000000000000000e+00,1.161161161161161193e+00,1.456026609900643899e-02
1.000000000000000000e+00,1.171171171171171199e+00,1.473586437631988801e-02
1.000000000000000000e+00,1.181181181181181206e+00,1.491290860293772655e-02
1.000000000000000000e+00,1.191191191191191212e+00,1.509141685584140628e-02
1.000000000000000000e+00,1.201201201201201219e+00,1.527140735499932928e-02
1.000000000000000000e+00,1.211211211211211225e+00,1.545289846523336709e-02
1.000000000000000000e+00,1.221221221221221231e+00,1.563590869809943634e-02
1.000000000000000000e+00,1.231231231231231238e+00,1.582045671378233889e-02
1.000000000000000000e+00,1.241241241241241244e+00,1.600656132300504880e-02
1.000000000000000000e+00,1.251251251251251251e+00,1.619424148895264731e-02
1.000000000000000000e+00,1.261261261261261257e+00,1.638351632921111398e-02
1.000000000000000000e+00,1.271271271271271264e+00,1.657440511772115266e-02
1.000000000000000000e+00,1.281281281281281270e+00,1.676692728674727614e-02
1.000000000000000000e+00,1.291291291291291277e+00,1.696110242886231592e-02
1.000000000000000000e+00,1.301301301301301283e+00,1.715695029894761386e-02
1.000000000000000000e+00,1.311311311311311290e+00,1.735449081620904499e-02
1.000000000000000000e+00,1.321321321321321296e+00,1.755374406620911418e-02
1.000000000000000000e+00,1.331331331331331302e+00,1.775473030291532459e-02
1.000000000000000000e+00,1.341341341341341309e+00,1.795746995076501901e-02
1.000000000000000000e+00,1.351351351351351315e+00,1.816198360674692314e-02
1.000000000000000000e+00,1.361361361361361322e+00,1.836829204249958852e-02
1.000000000000000000e+00,1.371371371371371328e+00,1.857641620642695029e-02
1.000000000000000000e+00,1.381381381381381335e+00,1.878637722583122865e-02
1.000000000000000000e+00,1.391391391391391341e+00,1.899819640906337537e-02
1.000000000000000000e+00,1.401401401401401348e+00,1.921189524769130116e-02
1.000000000000000000e+00,1.411411411411411354e+00,1.942749541868608529e-02
1.000000000000000000e+00,1.421421421421421361e+00,1.964501878662642045e-02
1.000000000000000000e+00,1.431431431431431367e+00,1.986448740592148057e-02
1.000000000000000000e+00,1.441441441441441373e+00,2.008592352305247145e-02
1.000000000000000000e+00,1.451451451451451380e+00,2.030934957883306913e-02
1.000000000000000000e+00,1.461461461461461386e+00,2.053478821068898535e-02
1.000000000000000000e+00,1.471471471471471393e+00,2.076226225495690983e-02
1.000000000000000000e+00,1.481481481481481399e+00,2.099179474920302366e-02
1.000000000000000000e+00,1.491491491491491406e+00,2.122340893456135108e-02
1.000000000000000000e+00,1.501501501501501412e+00,2.145712825809218544e-02
1.000000000000000000e+00,1.511511511511511419e+00,2.169297637516081484e-02
1.000000000000000000e+00,1.521521521521521425e+00,2.193097715183679741e-02
1.000000000000000000e+00,1.531531531531531432e+00,2.217115466731404277e-02
1.000000000000000000e+00,1.541541541541541438e+00,2.241353321635191492e-02
1.000000000000000000e+00,1.551551551551551444e+00,2.265813731173763057e-02
1.000000000000000000e+00,1.561561561561561451e+00,2.290499168677020275e-02
1.000000000000000000e+00,1.571571571571571457e+00,2.315412129776616215e-02
1.000000000000000000e+00,1.581581581581581464e+00,2.340555132658733717e-02
1.000000000000000000e+00,1.591591591591591470e+00,2.365930718319091824e-02
1.000000000000000000e+00,1.601601601601601477e+00,2.391541450820209788e-02
1.000000000000000000e+00,1.611611611611611705e+00,2.417389917550951881e-02
1.000000000000000000e+00,1.621621621621621712e+00,2.443478729488382170e-02
1.000000000000000000e+00,1.631631631631631718e+00,2.469810521461952152e-02
1.000000000000000000e+00,1.641641641641641725e+00,2.496387952420052805e-02
1.000000000000000000e+00,1.651651651651651731e+00,2.523213705698953285e-02
1.000000000000000000e+00,1.661661661661661737e+00,2.550290489294156082e-02
1.000000000000000000e+00,1.671671671671671744e+00,2.577621036134197449e-02
1.000000000000000000e+00,1.681681681681681750e+00,2.605208104356916340e-02
1.000000000000000000e+00,1.691691691691691757e+00,2.633054477588224473e-02
1.000000000000000000e+00,1.701701701701701763e+00,2.661162965223404231e-02
1.000000000000000000e+00,1.711711711711711770e+00,2.689536402710960422e-02
1.000000000000000000e+00,1.721721721721721776e+00,2.718177651839059558e-02
1.000000000000000000e+00,1.731731731731731783e+00,2.747089601024579886e-02
1.000000000000000000e+00,1.741741741741741789e+00,2.776275165604806874e-02
1.000000000000000000e+00,1.751751751751751796e+00,2.805737288131799831e-02
1.000000000000000000e+00,1.761761761761761802e+00,2.835478938669460866e-02
1.000000000000000000e+00,1.771771771771771808e+00,2.865503115093336051e-02
1.000000000000000000e+00,1.781781781781781815e+00,2.895812843393179639e-02
1.000000000000000000e+00,1.791791791791791821e+00,2.926411177978311198e-02
1.000000000000000000e+00,1.801801801801801828e+00,2.957301201985796171e-02
1.000000000000000000e+00,1.811811811811811834e+00,2.988486027591482491e-02
1.000000000000000000e+00,1.821821821821821841e+00,3.019968796323923080e-02
1.000000000000000000e+00,1.831831831831831847e+00,3.051752679381216846e-02
1.000000000000000000e+00,1.841841841841841854e+00,3.083840877950800793e-02
1.000000000000000000e+00,1.851851851851851860e+00,3.116236623532222388e-02
1.000000000000000000e+00,1.861861861861861867e+00,3.148943178262930687e-02
1.000000000000000000e+00,1.871871871871871873e+00,3.181963835247111211e-02
1.000000000000000000e+00,1.881881881881881879e+00,3.215301918887605165e-02
1.000000000000000000e+00,1.891891891891891886e+00,3.248960785220943864e-02
1.000000000000000000e+00,1.901901901901901892e+00,3.282943822255528915e-02
1.000000000000000000e+00,1.911911911911911899e+00,3.317254450312995956e-02
1.000000000000000000e+00,1.921921921921921905e+00,3.351896122372798048e-02
1.000000000000000000e+00,1.931931931931931912e+00,3.386872324420037161e-02
1.000000000000000000e+00,1.941941941941941918e+00,3.422186575796584695e-02
1.000000000000000000e+00,1.951951951951951925e+00,3.457842429555525038e-02
1.000000000000000000e+00,1.961961961961961931e+00,3.493843472818955465e-02
1.000000000000000000e+00,1.971971971971971938e+00,3.530193327139179854e-02
1.000000000000000000e+00,1.981981981981981944e+00,3.566895648863335766e-02
1.000000000000000000e+00,1.991991991991991950e+00,3.603954129501486109e-02
1.000000000000000000e+00,2.002002002002002179e+00,3.641372496098217032e-02
1.000000000000000000e+00,2.012012012012012185e+00,3.679154511607774652e-02
1.000000000000000000e+00,2.022022022022022192e+00,3.717303975272785721e-02
1.000000000000000000e+00,2.032032032032032198e+00,3.755824723006593452e-02
1.000000000000000000e+00,2.042042042042042205e+00,3.794720627779249456e-02
1.000000000000000000e+00,2.052052052052052211e+00,3.833995600007202020e-02
1.000000000000000000e+00,2.062062062062062218e+00,3.873653587946718213e-02
1.000000000000000000e+00,2.072072072072072224e+00,3.913698578091079350e-02
1.000000000000000000e+00,2.082082082082082231e+00,3.954134595571592858e-02
1.000000000000000000e+00,2.092092092092092237e+00,3.994965704562455228e-02
1.000000000000000000e+00,2.102102102102102243e+00,4.036196008689513226e-02
1.000000000000000000e+00,2.112112112112112250e+00,4.077829651442958780e-02
1.000000000000000000e+00,2.122122122122122256e+00,4.119870816594004698e-02
1.000000000000000000e+00,2.132132132132132263e+00,4.162323728615575924e-02
1.000000000000000000e+00,2.142142142142142269e+00,4.205192653107068385e-02
1.000000000000000000e+00,2.152152152152152276e+00,4.248481897223207321e-02
1.000000000000000000e+00,2.162162162162162282e+00,4.292195810107057169e-02
1.000000000000000000e+00,2.172172172172172289e+00,4.336338783327221141e-02
1.000000000000000000e+00,2.182182182182182295e+00,4.380915251319278392e-02
1.000000000000000000e+00,2.192192192192192302e+00,4.425929691831498314e-02
1.000000000000000000e+00,2.202202202202202308e+00,4.471386626374882628e-02
1.000000000000000000e+00,2.212212212212212314e+00,4.517290620677574808e-02
1.000000000000000000e+00,2.222222222222222321e+00,4.563646285143686115e-02
1.000000000000000000e+00,2.232232232232232327e+00,4.610458275316586113e-02
1.000000000000000000e+00,2.242242242242242334e+00,4.657731292346696528e-02
1.000000000000000000e+00,2.252252252252252340e+00,4.705470083463845349e-02
1.000000000000000000e+00,2.262262262262262347e+00,4.753679442454221415e-02
1.000000000000000000e+00,2.272272272272272353e+00,4.802364210141981532e-02
1.000000000000000000e+00,2.282282282282282360e+00,4.851529274875553827e-02
1.000000000000000000e+00,2.292292292292292366e+00,4.901179573018693558e-02
1.000000000000000000e+00,2.302302302302302373e+00,4.951320089446333006e-02
1.000000000000000000e+00,2.312312312312312379e+00,5.001955858045280950e-02
1.000000000000000000e+00,2.322322322322322385e+00,5.053091962219819627e-02
1.000000000000000000e+00,2.332332332332332392e+00,5.104733535402248418e-02
1.000000000000000000e+00,2.342342342342342398e+00,5.156885761568429788e-02
1.000000000000000000e+00,2.352352352352352405e+00,5.209553875758384661e-02
1.000000000000000000e+00,2.362362362362362411e+00,5.262743164601994816e-02
1.000000000000000000e+00,2.372372372372372418e+00,5.316458966849857415e-02
1.000000000000000000e+00,2.382382382382382424e+00,5.370706673909355494e-02
1.000000000000000000e+00,2.392392392392392431e+00,5.425491730385986061e-02
1.000000000000000000e+00,2.402402402402402437e+00,5.480819634630011705e-02
1.000000000000000000e+00,2.412412412412412444e+00,5.536695939288483609e-02
1.000000000000000000e+00,2.422422422422422450e+00,5.593126251862691467e-02
1.000000000000000000e+00,2.432432432432432456e+00,5.650116235271102072e-02
1.000000000000000000e+00,2.442442442442442463e+00,5.707671608417833747e-02
1.000000000000000000e+00,2.452452452452452469e+00,5.765798146766735327e-02
1.000000000000000000e+00,2.462462462462462476e+00,5.824501682921114781e-02
1.000000000000000000e+00,2.472472472472472482e+00,5.883788107209188267e-02
1.000000000000000000e+00,2.482482482482482489e+00,5.943663368275296094e-02
1.000000000000000000e+00,2.492492492492492495e+00,6.004133473676954991e-02
1.000000000000000000e+00,2.502502502502502502e+00,6.065204490487801497e-02
1.000000000000000000e+00,2.512512512512512508e+00,6.126882545906488925e-02
1.000000000000000000e+00,2.522522522522522515e+00,6.189173827871595479e-02
1.000000000000000000e+00,2.532532532532532521e+00,6.252084585682612938e-02
1.000000000000000000e+00,2.542542542542542527e+00,6.315621130627067925e-02
1.000000000000000000e+00,2.552552552552552534e+00,6.379789836613845855e-02
1.000000000000000000e+00,2.562562562562562540e+00,6.444597140812785563e-02
1.000000000000000000e+00,2.572572572572572547e+00,6.510049544300590407e-02
1.000000000000000000e+00,2.582582582582582553e+00,6.576153612713143970e-02
1.000000000000000000e+00,2.592592592592592560e+00,6.642915976904280317e-02
1.000000000000000000e+00,2.602602602602602566e+00,6.710343333611079597e-02
1.000000000000000000e+00,2.612612612612612573e+00,6.778442446125754195e-02
1.000000000000000000e+00,2.622622622622622579e+00,6.847220144974196232e-02
1.000000000000000000e+00,2.632632632632632586e+00,6.916683328601254399e-02
1.000000000000000000e+00,2.642642642642642592e+00,6.986838964062802582e-02
1.000000000000000000e+00,2.652652652652652598e+00,7.057694087724675214e-02
1.000000000000000000e+00,2.662662662662662605e+00,7.129255805968542914e-02
1.000000000000000000e+00,2.672672672672672611e+00,7.201531295904788077e-02
1.000000000000000000e+00,2.682682682682682618e+00,7.274527806092462301e-02
1.000000000000000000e+00,2.692692692692692624e+00,7.348252657266395038e-02
1.000000000000000000e+00,2.702702702702702631e+00,7.422713243071522859e-02
1.000000000000000000e+00,2.712712712712712637e+00,7.497917030804519822e-02
1.000000000000000000e+00,2.722722722722722644e+00,7.573871562162794169e-02
1.000000000000000000e+00,2.732732732732732650e+00,7.650584454000934620e-02
1.000000000000000000e+00,2.742742742742742657e+00,7.728063399094678432e-02
1.000000000000000000e+00,2.752752752752752663e+00,7.806316166912480314e-02
1.000000000000000000e+00,2.762762762762762669e+00,7.885350604394754381e-02
1.000000000000000000e+00,2.772772772772772676e+00,7.965174636740872394e-02
1.000000000000000000e+00,2.782782782782782682e+00,8.045796268204000179e-02
1.000000000000000000e+00,2.792792792792792689e+00,8.127223582893838838e-02
1.000000000000000000e+00,2.802802802802802695e+00,8.209464745587365109e-02
1.000000000000000000e+00,2.812812812812812702e+00,8.292528002547648602e-02
1.000000000000000000e+00,2.822822822822822708e+00,8.376421682350819464e-02
1.000000000000000000e+00,2.832832832832832715e+00,8.461154196721284992e-02
1.000000000000000000e+00,2.842842842842842721e+00,8.546734041375263213e-02
1.000000000000000000e+00,2.852852852852852727e+00,8.633169796872729174e-02
1.000000000000000000e+00,2.862862862862862734e+00,8.720470129477854437e-02
1.000000000000000000e+00,2.872872872872872740e+00,8.808643792028027220e-02
1.000000000000000000e+00,2.882882882882882747e+00,8.897699624811537811e-02
1.000000000000000000e+00,2.892892892892892753e+00,8.987646556454023661e-02
1.000000000000000000e+00,2.902902902902902760e+00,9.078493604813753226e-02
1.000000000000000000e+00,2.912912912912912766e+00,9.170249877885851275e-02
1.000000000000000000e+00,2.922922922922922773e+00,9.262924574715543369e-02
1.000000000000000000e+00,2.932932932932932779e+00,9.356526986320520822e-02
1.000000000000000000e+00,2.942942942942942786e+00,9.451066496622510804e-02
1.000000000000000000e+00,2.952952952952952792e+00,9.546552583388151492e-02
1.000000000000000000e+00,2.962962962962962798e+00,9.642994819179263877e-02
1.000000000000000000e+00,2.972972972972972805e+00,9.740402872312617366e-02
1.000000000000000000e+00,2.982982982982982811e+00,9.838786507829276606e-02
1.000000000000000000e+00,2.992992992992992818e+00,9.938155588473644719e-02
1.000000000000000000e+00,3.003003003003002824e+00,1.003852007568228066e-01
1.000000000000000000e+00,3.013013013013012831e+00,1.013989003058260313e-01
1.000000000000000000e+00,3.023023023023022837e+00,1.024227561500158229e-01
1.000000000000000000e+00,3.033033033033032844e+00,1.034568709248450402e-01
1.000000000000000000e+00,3.043043043043042850e+00,1.045013482932393295e-01
1.000000000000000000e+00,3.053053053053052857e+00,1.055562929559895613e-01
1.000000000000000000e+00,3.063063063063062863e+00,1.066218106622482675e-01
1.000000000000000000e+00,3.073073073073072869e+00,1.076980082201310085e-01
1.000000000000000000e+00,3.083083083083082876e+00,1.087849935074238217e-01
1.000000000000000000e+00,3.093093093093092882e+00,1.098828754823978210e-01
1.000000000000000000e+00,3.103103103103102889e+00,1.109917641947319455e-01
1.000000000000000000e+00,3.113113113113112895e+00,1.121117707965450655e-01
1.000000000000000000e+00,3.123123123123122902e+00,1.132430075535384856e-01
1.000000000000000000e+00,3.133133133133132908e+00,1.143855878562499567e-01
1.000000000000000000e+00,3.143143143143142915e+00,1.155396262314203615e-01
1.000000000000000000e+00,3.153153153153152921e+00,1.167052383534741972e-01
1.000000000000000000e+00,3.163163163163162928e+00,1.178825410561150089e-01
1.000000000000000000e+00,3.173173173173172934e+00,1.190716523440368824e-01
1.000000000000000000e+00,3.183183183183182940e+00,1.202726914047533152e-01
1.000000000000000000e+00,3.193193193193192947e+00,1.214857786205444795e-01
1.000000000000000000e+00,3.203203203203202953e+00,1.227110355805241665e-01
1.000000000000000000e+00,3.213213213213213404e+00,1.239485850928276206e-01
1.000000000000000000e+00,3.223223223223223410e+00,1.251985511969214704e-01
1.000000000000000000e+00,3.233233233233233417e+00,1.264610591760369773e-01
1.000000000000000000e+00,3.243243243243243423e+00,1.277362355697279073e-01
1.000000000000000000e+00,3.253253253253253430e+00,1.290242081865541623e-01
1.000000000000000000e+00,3.263263263263263436e+00,1.303251061168926028e-01
1.000000000000000000e+00,3.273273273273273443e+00,1.316390597458761968e-01
1.000000000000000000e+00,3.283283283283283449e+00,1.329662007664628998e-01
1.000000000000000000e+00,3.293293293293293456e+00,1.343066621926355397e-01
1.000000000000000000e+00,3.303303303303303462e+00,1.356605783727339309e-01
1.000000000000000000e+00,3.313313313313313468e+00,1.370280850029208519e-01
1.000000000000000000e+00,3.323323323323323475e+00,1.384093191407828050e-01
1.000000000000000000e+00,3.333333333333333481e+00,1.398044192190673052e-01
1.000000000000000000e+00,3.343343343343343488e+00,1.412135250595577818e-01
1.000000000000000000e+00,3.353353353353353494e+00,1.426367778870878122e-01
1.000000000000000000e+00,3.363363363363363501e+00,1.440743203436957165e-01
1.000000000000000000e+00,3.373373373373373507e+00,1.455262965029212041e-01
1.000000000000000000e+00,3.383383383383383514e+00,1.469928518842454068e-01
1.000000000000000000e+00,3.393393393393393520e+00,1.484741334676757674e-01
1.000000000000000000e+00,3.403403403403403527e+00,1.499702897084771724e-01
1.000000000000000000e+00,3.413413413413413533e+00,1.514814705520509674e-01
1.000000000000000000e+00,3.423423423423423539e+00,1.530078274489631573e-01
1.000000000000000000e+00,3.433433433433433546e+00,1.545495133701234591e-01
1.000000000000000000e+00,3.443443443443443552e+00,1.561066828221165659e-01
1.000000000000000000e+00,3.453453453453453559e+00,1.576794918626873709e-01
1.000000000000000000e+00,3.463463463463463565e+00,1.592680981163814291e-01
1.000000000000000000e+00,3.473473473473473572e+00,1.608726607903425143e-01
1.000000000000000000e+00,3.483483483483483578e+00,1.624933406902687172e-01
1.000000000000000000e+00,3.493493493493493585e+00,1.641303002365284980e-01
1.000000000000000000e+00,3.503503503503503591e+00,1.657837034804387488e-01
1.000000000000000000e+00,3.513513513513513598e+00,1.674537161207060587e-01
1.000000000000000000e+00,3.523523523523523604e+00,1.691405055200330965e-01
1.000000000000000000e+00,3.533533533533533610e+00,1.708442407218916936e-01
1.000000000000000000e+00,3.543543543543543617e+00,1.725650924674642372e-01
1.000000000000000000e+00,3.553553553553553623e+00,1.743032332127552597e-01
1.000000000000000000e+00,3.563563563563563630e+00,1.760588371458746970e-01
1.000000000000000000e+00,3.573573573573573636e+00,1.778320802044947857e-01
1.000000000000000000e+00,3.583583583583583643e+00,1.796231400934821254e-01
1.000000000000000000e+00,3.593593593593593649e+00,1.814321963027068496e-01
1.000000000000000000e+00,3.603603603603603656e+00,1.832594301250306257e-01
1.000000000000000000e+00,3.613613613613613662e+00,1.851050246744752881e-01
1.000000000000000000e+00,3.623623623623623669e+00,1.869691649045738813e-01
1.000000000000000000e+00,3.633633633633633675e+00,1.888520376269059997e-01
1.000000000000000000e+00,3.643643643643643681e+00,1.907538315298193399e-01
1.000000000000000000e+00,3.653653653653653688e+00,1.926747371973391854e-01
1.000000000000000000e+00,3.663663663663663694e+00,1.946149471282678789e-01
1.000000000000000000e+00,3.673673673673673701e+00,1.965746557554760854e-01
1.000000000000000000e+00,3.683683683683683707e+00,1.985540594653878443e-01
1.000000000000000000e+00,3.693693693693693714e+00,2.005533566176613547e-01
1.000000000000000000e+00,3.703703703703703720e+00,2.025727475650674070e-01
1.000000000000000000e+00,3.713713713713713727e+00,2.046124346735675170e-01
1.000000000000000000e+00,3.723723723723723733e+00,2.066726223425938147e-01
1.000000000000000000e+00,3.733733733733733740e+00,2.087535170255325201e-01
1.000000000000000000e+00,3.743743743743743746e+00,2.108553272504133658e-01
1.000000000000000000e+00,3.753753753753753752e+00,2.129782636408067698e-01
1.000000000000000000e+00,3.763763763763763759e+00,2.151225389369309793e-01
1.000000000000000000e+00,3.773773773773773765e+00,2.172883680169712950e-01
1.000000000000000000e+00,3.783783783783783772e+00,2.194759679186134294e-01
1.000000000000000000e+00,3.793793793793793778e+00,2.216855578607933863e-01
1.000000000000000000e+00,3.803803803803803785e+00,2.239173592656656941e-01
1.000000000000000000e+00,3.813813813813813791e+00,2.261715957807924338e-01
1.000000000000000000e+00,3.823823823823823798e+00,2.284484933015552832e-01
1.000000000000000000e+00,3.833833833833833804e+00,2.307482799937927431e-01
1.000000000000000000e+00,3.843843843843843811e+00,2.330711863166648468e-01
1.000000000000000000e+00,3.853853853853853817e+00,2.354174450457475753e-01
1.000000000000000000e+00,3.863863863863863823e+00,2.377872912963594765e-01
1.000000000000000000e+00,3.873873873873873830e+00,2.401809625471225396e-01
1.000000000000000000e+00,3.883883883883883836e+00,2.425986986637600762e-01
1.000000000000000000e+00,3.893893893893893843e+00,2.450407419231334927e-01
1.000000000000000000e+00,3.903903903903903849e+00,2.475073370375209247e-01
1.000000000000000000e+00,3.913913913913913856e+00,2.499987311791396771e-01
1.000000000000000000e+00,3.923923923923923862e+00,2.525151740049151328e-01
1.000000000000000000e+00,3.933933933933933869e+00,2.550569176814987959e-01
1.000000000000000000e+00,3.943943943943943875e+00,2.576242169105376068e-01
1.000000000000000000e+00,3.953953953953953881e+00,2.602173289541972467e-01
1.000000000000000000e+00,3.963963963963963888e+00,2.628365136609421282e-01
1.000000000000000000e+00,3.973973973973973894e+00,2.654820334915743985e-01
1.000000000000000000e+00,3.983983983983983901e+00,2.681541535455347347e-01
1.000000000000000000e+00,3.993993993993993907e+00,2.708531415874674830e-01
1.000000000000000000e+00,4.004004004004004358e+00,2.735792680740527505e-01
1.000000000000000000e+00,4.014014014014014364e+00,2.763328061811083924e-01
1.000000000000000000e+00,4.024024024024024371e+00,2.791140318309644486e-01
1.000000000000000000e+00,4.034034034034034377e+00,2.819232237201125257e-01
1.000000000000000000e+00,4.044044044044044384e+00,2.847606633471332915e-01
