z,E_H_over_H0,Omega_m_z,Omega_L_z,D_growth_norm,sigma8_z,Gamma_inst,Gamma_prod,Gamma_coh,U_struct,CCI_cos_v02,CCI_cos_v02_normalized
7.919911012235817616e+00,1.497477812105050532e+01,9.969452914602736637e-01,3.054708539726451628e-03,1.423707381580752163e-01,1.154626686461990015e-01,1.497477812105050532e+01,8.919911012235818504e+00,1.423707381580752163e-01,9.811643399195699722e-01,2.316510909082151386e+02,4.633021820480813631e+02
7.931034482758620996e+00,1.500271252142535339e+01,9.969566563397275205e-01,3.043343660272327701e-03,1.421937095120991978e-01,1.153190984143124542e-01,1.500271252142535339e+01,8.931034482758620996e+00,1.421937095120991978e-01,9.812222396316666595e-01,2.324154440713901977e+02,4.648308883751958547e+02
7.942157953281424376e+00,1.503066448208646477e+01,9.969679649979750202e-01,3.032035002024950285e-03,1.420171198445049077e-01,1.151758841938934907e-01,1.503066448208646477e+01,8.942157953281423488e+00,1.420171198445049077e-01,9.812798918396770098e-01,2.331813082164478601e+02,4.663626166660770309e+02
7.953281423804226868e+00,1.505863399161804317e+01,9.969792177816054757e-01,3.020782218394485723e-03,1.418409675280792870e-01,1.150330246652723071e-01,1.505863399161804317e+01,8.953281423804227757e+00,1.418409675280792870e-01,9.813372978936553137e-01,2.339486843402554825e+02,4.678973689144596619e+02
7.964404894327030249e+00,1.508662103862766912e+01,9.969904150346535765e-01,3.009584965346452558e-03,1.416652509436198693e-01,1.148905185152757219e-01,1.508662103862766912e+01,8.964404894327030249e+00,1.416652509436198693e-01,9.813944591347311119e-01,2.347175734390327762e+02,4.694351471127831701e+02
7.975528364849833629e+00,1.511462561174624319e+01,9.970015570986201503e-01,2.998442901379808935e-03,1.414899684798852086e-01,1.147483644371869171e-01,1.511462561174624319e+01,8.975528364849832741e+00,1.414899684798852086e-01,9.814513768951778072e-01,2.354879765083540804e+02,4.709759532521961773e+02
7.986651835372636121e+00,1.514264769962788648e+01,9.970126443124945892e-01,2.987355687505272896e-03,1.413151185335467797e-01,1.146065611307064414e-01,1.514264769962788648e+01,8.986651835372637009e+00,1.413151185335467797e-01,9.815080524984816090e-01,2.362598945431489881e+02,4.725197893225578696e+02
7.997775305895439502e+00,1.517068729094984647e+01,9.970236770127760551e-01,2.976322987223853876e-03,1.411406995091403493e-01,1.144651073019128246e-01,1.517068729094984647e+01,8.997775305895439502e+00,1.411406995091403493e-01,9.815644872594089243e-01,2.370333285377032269e+02,4.740666573124398155e+02
8.008898776418241994e+00,1.519874437441244375e+01,9.970346555334945737e-01,2.965344466505575021e-03,1.409667098190177381e-01,1.143240016632233874e-01,1.519874437441244375e+01,9.008898776418241994e+00,1.409667098190177381e-01,9.816206824840740808e-01,2.378082794856609894e+02,4.756165592091302869e+02
8.020022246941046262e+00,1.522681893873897074e+01,9.970455802062314632e-01,2.954419793768421013e-03,1.407931478832994965e-01,1.141832429333558968e-01,1.522681893873897074e+01,9.020022246941046262e+00,1.407931478832994965e-01,9.816766394700059406e-01,2.385847483800252178e+02,4.771694969986352248e+02
8.031145717463848754e+00,1.525491097267559759e+01,9.970564513601426482e-01,2.943548639857491035e-03,1.406200121298276373e-01,1.140428298372902216e-01,1.525491097267559759e+01,9.031145717463848754e+00,1.406200121298276373e-01,9.817323595062127373e-01,2.393627362131584562e+02,4.787254726656796606e+02
8.042269187986651247e+00,1.528302046499132238e+01,9.970672693219757576e-01,2.932730678024330837e-03,1.404473009941183126e-01,1.139027611062299605e-01,1.528302046499132238e+01,9.042269187986651247e+00,1.404473009941183126e-01,9.817878438732499102e-01,2.401422439767853518e+02,4.802844881937129458e+02
8.053392658509455515e+00,1.531114740447786993e+01,9.970780344160935504e-01,2.921965583906492060e-03,1.402750129193155448e-01,1.137630354775649166e-01,1.531114740447786993e+01,9.053392658509455515e+00,1.402750129193155448e-01,9.818430938432829436e-01,2.409232726619928542e+02,4.818465455649089790e+02
8.064516129032258007e+00,1.533929177994959936e+01,9.970887469644926782e-01,2.911253035507281074e-03,1.401031463561448476e-01,1.136236516948334746e-01,1.533929177994959936e+01,9.064516129032258007e+00,1.401031463561448476e-01,9.818981106801529801e-01,2.417058232592314369e+02,4.834116467601687077e+02
8.075639599555062276e+00,1.536745358024345798e+01,9.970994072868242242e-01,2.900592713175688224e-03,1.399316997628671511e-01,1.134846085076852695e-01,1.536745358024345798e+01,9.075639599555062276e+00,1.399316997628671511e-01,9.819528956394399932e-01,2.424898967583167462e+02,4.849797937591234245e+02
8.086763070077864768e+00,1.539563279421886399e+01,9.971100157004133546e-01,2.889984299586535656e-03,1.397606716052333942e-01,1.133459046718442859e-01,1.539563279421886399e+01,9.086763070077864768e+00,1.397606716052333942e-01,9.820074499685260694e-01,2.432754941484302549e+02,4.865509885401360179e+02
8.097886540600667260e+00,1.542382941075765679e+01,9.971205725202793024e-01,2.879427479720795581e-03,1.395900603564391163e-01,1.132075389490721368e-01,1.542382941075765679e+01,9.097886540600667260e+00,1.395900603564391163e-01,9.820617749066582469e-01,2.440626164181209390e+02,4.881252330803044970e+02
8.109010011123471529e+00,1.545204341876400811e+01,9.971310780591540190e-01,2.868921940846107157e-03,1.394198644970793821e-01,1.130695101071313852e-01,1.545204341876400811e+01,9.109010011123471529e+00,1.394198644970793821e-01,9.821158716850114656e-01,2.448512645553063578e+02,4.897025293554639802e+02
8.120133481646274021e+00,1.548027480716432436e+01,9.971415326275024915e-01,2.858467372497490271e-03,1.392500825151045674e-01,1.129318169197498084e-01,1.548027480716432436e+01,9.120133481646274021e+00,1.392500825151045674e-01,9.821697415267478526e-01,2.456414395472729950e+02,4.912828793401874350e+02
8.131256952169076513e+00,1.550852356490720041e+01,9.971519365335417273e-01,2.848063466458220210e-03,1.390807129057755054e-01,1.127944581665839413e-01,1.550852356490720041e+01,9.131256952169076513e+00,1.390807129057755054e-01,9.822233856470805602e-01,2.464331423806788735e+02,4.928662850077909070e+02
8.142380422691880781e+00,1.553678968096332369e+01,9.971622900832590730e-01,2.837709916740907903e-03,1.389117541716198279e-01,1.126574326331836878e-01,1.553678968096332369e+01,9.142380422691880781e+00,1.389117541716198279e-01,9.822768052533322747e-01,2.472263740415536120e+02,4.944527483303336339e+02
8.153503893214683274e+00,1.556507314432539246e+01,9.971725935804311991e-01,2.827406419568755797e-03,1.387432048223883885e-01,1.125207391109569882e-01,1.556507314432539246e+01,9.153503893214683274e+00,1.387432048223883885e-01,9.823300015449960565e-01,2.480211355152997044e+02,4.960422712786205466e+02
8.164627363737485766e+00,1.559337394400805188e+01,9.971828473266429738e-01,2.817152673356984605e-03,1.385750633750114924e-01,1.123843763971343335e-01,1.559337394400805188e+01,9.164627363737485766e+00,1.385750633750114924e-01,9.823829757137950702e-01,2.488174277866942248e+02,4.976348558222059069e+02
8.175750834260290034e+00,1.562169206904781227e+01,9.971930516213056706e-01,2.806948378694447410e-03,1.384073283535562082e-01,1.122483432947340987e-01,1.562169206904781227e+01,9.175750834260290034e+00,1.384073283535562082e-01,9.824357289437405383e-01,2.496152518398895950e+02,4.992305039293944446e+02
8.186874304783092526e+00,1.565002750850296209e+01,9.972032067616746209e-01,2.796793238325419838e-03,1.382399982891835133e-01,1.121126386125278346e-01,1.565002750850296209e+01,9.186874304783092526e+00,1.382399982891835133e-01,9.824882624111915819e-01,2.504146086584145507e+02,5.008292175672437452e+02
8.197997775305895019e+00,1.567838025145351288e+01,9.972133130428684211e-01,2.786686957131551991e-03,1.380730717201058000e-01,1.119772611650058092e-01,1.567838025145351288e+01,9.197997775305895019e+00,1.380730717201058000e-01,9.825405772849116204e-01,2.512154992251756767e+02,5.024309987015668639e+02
8.209121245828699287e+00,1.570675028700111220e+01,9.972233707578860296e-01,2.776629242114006437e-03,1.379065471915447705e-01,1.118422097723428127e-01,1.570675028700111220e+01,9.209121245828699287e+00,1.379065471915447705e-01,9.825926747261273242e-01,2.520179245224585145e+02,5.040358492969349982e+02
8.220244716351501779e+00,1.573513760426895480e+01,9.972333801976241974e-01,2.766619802375762729e-03,1.377404232556896924e-01,1.117074832603643514e-01,1.573513760426895480e+01,9.220244716351501779e+00,1.377404232556896924e-01,9.826445558885842368e-01,2.528218855319282454e+02,5.056437713166783965e+02
8.231368186874304271e+00,1.576354219240173649e+01,9.972433416508958981e-01,2.756658349104079784e-03,1.375746984716556820e-01,1.115730804605127718e-01,1.576354219240173649e+01,9.231368186874304271e+00,1.375746984716556820e-01,9.826962219186040626e-01,2.536273832346312247e+02,5.072547667228898263e+02
8.242491657397108540e+00,1.579196404056556524e+01,9.972532554044467590e-01,2.746744595553137370e-03,1.374093714054426540e-01,1.114390002098139959e-01,1.579196404056556524e+01,9.242491657397108540e+00,1.374093714054426540e-01,9.827476739551408436e-01,2.544344186109964028e+02,5.088688374764272453e+02
8.253615127919911032e+00,1.582040313794787068e+01,9.972631217429731576e-01,2.736878257026842832e-03,1.372444406298942710e-01,1.113052413508442556e-01,1.582040313794787068e+01,9.253615127919911032e+00,1.372444406298942710e-01,9.827989131298354719e-01,2.552429926408355527e+02,5.104859855369141428e+02
8.264738598442713524e+00,1.584885947375736670e+01,9.972729409491382091e-01,2.727059050861783962e-03,1.370799047246573088e-01,1.111718027316970780e-01,1.584885947375736670e+01,9.264738598442713524e+00,1.370799047246573088e-01,9.828499405670710898e-01,2.560531063033452028e+02,5.121062128627435186e+02
8.275862068965517793e+00,1.587733303722395206e+01,9.972827133035896408e-01,2.717286696410363151e-03,1.369157622761412452e-01,1.110386832059505613e-01,1.587733303722395206e+01,9.275862068965517793e+00,1.369157622761412452e-01,9.829007573840283785e-01,2.568647605771077451e+02,5.137295214110803272e+02
8.286985539488320285e+00,1.590582381759863395e+01,9.972924390849760012e-01,2.707560915024084195e-03,1.367520118774782911e-01,1.109058816326349006e-01,1.590582381759863395e+01,9.286985539488320285e+00,1.367520118774782911e-01,9.829513646907386271e-01,2.576779564400915206e+02,5.153559131378609663e+02
8.298109010011124553e+00,1.593433180415348360e+01,9.973021185699628699e-01,2.697881430036985252e-03,1.365886521284834232e-01,1.107733968762000670e-01,1.593433180415348360e+01,9.298109010011124553e+00,1.365886521284834232e-01,9.830017635901379114e-01,2.584926948696536897e+02,5.169853899978000982e+02
8.309232480533927045e+00,1.596285698618152260e+01,9.973117520332507313e-01,2.688247966749253079e-03,1.364256816356150814e-01,1.106412278064838328e-01,1.596285698618152260e+01,9.309232480533927045e+00,1.364256816356150814e-01,9.830519551781198295e-01,2.593089768425393231e+02,5.186179539443876365e+02
8.320355951056729538e+00,1.599139935299669624e+01,9.973213397475891862e-01,2.678660252410960431e-03,1.362630990119357566e-01,1.105093732986799082e-01,1.599139935299669624e+01,9.320355951056729538e+00,1.362630990119357566e-01,9.831019405435886815e-01,2.601268033348843574e+02,5.202536069298955681e+02
8.331479421579533806e+00,1.601995889393377581e+01,9.973308819837940487e-01,2.669118016205981707e-03,1.361009028770730767e-01,1.103778322333062722e-01,1.601995889393377581e+01,9.331479421579533806e+00,1.361009028770730767e-01,9.831517207685113169e-01,2.609461753222158791e+02,5.218923509053779526e+02
8.342602892102336298e+00,1.604853559834828047e+01,9.973403790107636668e-01,2.659620989236053442e-03,1.359390918571811713e-01,1.102466034961739338e-01,1.604853559834828047e+01,9.342602892102336298e+00,1.359390918571811713e-01,9.832012969279688708e-01,2.617670937794524662e+02,5.235341878206720594e+02
8.353726362625138790e+00,1.607712945561642570e+01,9.973498310954947987e-01,2.650168904504975748e-03,1.357776645849021746e-01,1.101156859783556652e-01,1.607712945561642570e+01,9.353726362625138790e+00,1.357776645849021746e-01,9.832506700902087227e-01,2.625895596809067456e+02,5.251791196244030289e+02
8.364849833147943059e+00,1.610574045513504871e+01,9.973592385030972673e-01,2.640761496902968141e-03,1.356166196993282558e-01,1.099850785761552208e-01,1.610574045513504871e+01,9.364849833147943059e+00,1.356166196993282558e-01,9.832998413166947893e-01,2.634135740002857915e+02,5.268271482639851229e+02
8.375973303670745551e+00,1.613436858632152848e+01,9.973686014968090596e-01,2.631398503191175429e-03,1.354559558459634272e-01,1.098547801910763483e-01,1.613436858632152848e+01,9.375973303670745551e+00,1.354559558459634272e-01,9.833488116621580399e-01,2.642391377106918640e+02,5.284782756856228616e+02
8.387096774193548043e+00,1.616301383861372898e+01,9.973779203380138680e-01,2.622079661986311070e-03,1.352956716766861578e-01,1.097247897297924796e-01,1.616301383861372898e+01,9.387096774193548043e+00,1.352956716766861578e-01,9.833975821746466783e-01,2.650662517846240007e+02,5.301325038343143206e+02
8.398220244716352312e+00,1.619167620146992448e+01,9.973871952862545243e-01,2.612804713745447982e-03,1.351357658497121805e-01,1.095951061041165880e-01,1.619167620146992448e+01,9.398220244716352312e+00,1.351357658497121805e-01,9.834461538955765469e-01,2.658949171939793246e+02,5.317898346538536316e+02
8.409343715239154804e+00,1.622035566436871434e+01,9.973964265992492084e-01,2.603573400750958979e-03,1.349762370295570502e-01,1.094657282309707685e-01,1.622035566436871434e+01,9.409343715239154804e+00,1.349762370295570502e-01,9.834945278597780893e-01,2.667251349100529865e+02,5.334502700868310967e+02
8.420467185761957296e+00,1.624905221680898748e+01,9.974056145329046608e-01,2.594385467095574726e-03,1.348170838869995614e-01,1.093366550323566500e-01,1.624905221680898748e+01,9.420467185761957296e+00,1.348170838869995614e-01,9.835427050955485306e-01,2.675569059035408941e+02,5.351138120746387585e+02
8.431590656284761565e+00,1.627776584830983708e+01,9.974147593413323909e-01,2.585240658667606502e-03,1.346583050990449448e-01,1.092078854353254608e-01,1.627776584830983708e+01,9.431590656284761565e+00,1.346583050990449448e-01,9.835906866246969527e-01,2.683902311445396549e+02,5.367804625574696047e+02
8.442714126807564057e+00,1.630649654841047180e+01,9.974238612768636658e-01,2.576138723136297756e-03,1.344998993488889794e-01,1.090794183719489691e-01,1.630649654841047180e+01,9.442714126807564057e+00,1.344998993488889794e-01,9.836384734625938098e-01,2.692251116025473152e+02,5.384502234743197278e+02
8.453837597330366549e+00,1.633524430667018379e+01,9.974329205900627215e-01,2.567079409937301007e-03,1.343418653258814932e-01,1.089512527792898949e-01,1.633524430667018379e+01,9.453837597330366549e+00,1.343418653258814932e-01,9.836860666182185575e-01,2.700615482464657475e+02,5.401230967629931001e+02
8.464961067853170817e+00,1.636400911266827052e+01,9.974419375297416401e-01,2.558062470258300886e-03,1.341842017254906427e-01,1.088233875993729199e-01,1.636400911266827052e+01,9.464961067853170817e+00,1.341842017254906427e-01,9.837334670942075032e-01,2.708995420446009916e+02,5.417990843601015740e+02
8.476084538375973310e+00,1.639279095600394598e+01,9.974509123429752266e-01,2.549087657024774658e-03,1.340269072492677460e-01,1.086958217791561543e-01,1.639279095600394598e+01,9.476084538375973310e+00,1.340269072492677460e-01,9.837806758868974377e-01,2.717390939646637662e+02,5.434781882010667005e+02
8.487208008898775802e+00,1.642158982629630160e+01,9.974598452751143318e-01,2.540154724885869842e-03,1.338699806048113672e-01,1.085685542705020212e-01,1.642158982629630160e+01,9.487208008898775802e+00,1.338699806048113672e-01,9.838276939863764836e-01,2.725802049737715720e+02,5.451604102201233673e+02
8.498331479421580070e+00,1.645040571318423872e+01,9.974687365697997299e-01,2.531263430200419735e-03,1.337134205057325942e-01,1.084415840301491407e-01,1.645040571318423872e+01,9.498331479421580070e+00,1.337134205057325942e-01,9.838745223765263948e-01,2.734228760384494308e+02,5.468457523503217317e+02
8.509454949944382562e+00,1.647923860632637272e+01,9.974775864689768845e-01,2.522413531023098149e-03,1.335572256716202333e-01,1.083149100196840187e-01,1.647923860632637272e+01,9.509454949944382562e+00,1.335572256716202333e-01,9.839211620350699627e-01,2.742671081246302833e+02,5.485342165235276752e+02
8.520578420467186831e+00,1.650808849540100454e+01,9.974863952129090494e-01,2.513604787090682573e-03,1.334013948280061423e-01,1.081885312055129861e-01,1.650808849540100454e+01,9.520578420467186831e+00,1.334013948280061423e-01,9.839676139336158700e-01,2.751129021976569788e+02,5.502258046704268963e+02
8.531701890989989323e+00,1.653695537010602123e+01,9.974951630401914793e-01,2.504836959808463479e-03,1.332459267063308972e-01,1.080624465588343602e-01,1.653695537010602123e+01,9.531701890989989323e+00,1.332459267063308972e-01,9.840138790377035427e-01,2.759602592222823887e+02,5.519205187205250240e+02
8.542825361512791815e+00,1.656583922015887111e+01,9.975038901877629760e-01,2.496109812236754679e-03,1.330908200439095412e-01,1.079366550556106474e-01,1.656583922015887111e+01,9.542825361512791815e+00,1.330908200439095412e-01,9.840599583068466716e-01,2.768091801626715096e+02,5.536183606021522792e+02
8.553948832035596084e+00,1.659474003529646069e+01,9.975125768909226531e-01,2.487423109077559810e-03,1.329360735838980567e-01,1.078111556765413287e-01,1.659474003529646069e+01,9.553948832035596084e+00,1.329360735838980567e-01,9.841058526945797302e-01,2.776596659824018616e+02,5.553193322424633607e+02
8.565072302558398576e+00,1.662365780527511205e+01,9.975212233833384845e-01,2.478776616661330749e-03,1.327816860752593364e-01,1.076859474070353262e-01,1.662365780527511205e+01,9.565072302558398576e+00,1.327816860752593364e-01,9.841515631484987203e-01,2.785117176444643974e+02,5.570234355674405151e+02
8.576195773081201068e+00,1.665259251987048472e+01,9.975298298970660671e-01,2.470170102933870026e-03,1.326276562727300712e-01,1.075610292371840943e-01,1.665259251987048472e+01,9.576195773081201068e+00,1.326276562727300712e-01,9.841970906103056915e-01,2.793653361112647531e+02,5.587306725018949010e+02
8.587319243604005337e+00,1.668154416887753655e+01,9.975383966625565035e-01,2.461603337443332099e-03,1.324739829367872768e-01,1.074364001617344883e-01,1.668154416887753655e+01,9.587319243604005337e+00,1.324739829367872768e-01,9.842424360158533725e-01,2.802205223446246691e+02,5.604410449694698855e+02
8.598442714126807829e+00,1.671051274211041715e+01,9.975469239086728335e-01,2.453076091327373396e-03,1.323206648336159030e-01,1.073120591800625079e-01,1.671051274211041715e+01,9.598442714126807829e+00,1.323206648336159030e-01,9.842876002951845837e-01,2.810772773057822178e+02,5.621545548926417268e+02
8.609566184649610321e+00,1.673949822940246079e+01,9.975554118626995814e-01,2.444588137300380409e-03,1.321677007350752220e-01,1.071880052961460134e-01,1.673949822940246079e+01,9.609566184649610321e+00,1.321677007350752220e-01,9.843325843725779789e-01,2.819356019553936790e+02,5.638712041927229848e+02
8.620689655172414589e+00,1.676850062060607627e+01,9.975638607503589661e-01,2.436139249640853054e-03,1.320150894186671864e-01,1.070642375185390932e-01,1.676850062060607627e+01,9.620689655172414589e+00,1.320150894186671864e-01,9.843773891665860143e-01,2.827954972535338243e+02,5.655909947898632026e+02
8.631813125695217082e+00,1.679751990559269714e+01,9.975722707958208924e-01,2.427729204178881699e-03,1.318628296675036782e-01,1.069407548603454883e-01,1.679751990559269714e+01,9.631813125695217082e+00,1.318628296675036782e-01,9.844220155900812452e-01,2.836569641596974520e+02,5.673139286030518633e+02
8.642936596218019574e+00,1.682655607425273558e+01,9.975806422217164959e-01,2.419357778283738689e-03,1.317109202702745896e-01,1.068175563391926958e-01,1.682655607425273558e+01,9.642936596218019574e+00,1.317109202702745896e-01,9.844664645502930744e-01,2.845200036328001829e+02,5.690400075501204356e+02
8.654060066740823842e+00,1.685560911649551485e+01,9.975889752491483575e-01,2.411024750851586528e-03,1.315593600212158210e-01,1.066946409772060317e-01,1.685560911649551485e+01,9.654060066740823842e+00,1.315593600212158210e-01,9.845107369488514948e-01,2.853846166311798243e+02,5.707692335477443066e+02
8.665183537263626334e+00,1.688467902224918049e+01,9.975972700977064900e-01,2.402729902293307494e-03,1.314081477200781112e-01,1.065720078009833593e-01,1.688467902224918049e+01,9.665183537263626334e+00,1.314081477200781112e-01,9.845548336818268353e-01,2.862508041125963132e+02,5.725016085114434645e+02
8.676307007786428827e+00,1.691376578146067189e+01,9.976055269854775531e-01,2.394473014522427792e-03,1.312572821720950356e-01,1.064496558415690824e-01,1.691376578146067189e+01,9.676307007786428827e+00,1.312572821720950356e-01,9.845987556397687301e-01,2.871185670342343315e+02,5.742371343555872727e+02
8.687430478309233095e+00,1.694286938409566190e+01,9.976137461290566222e-01,2.386253870943152739e-03,1.311067621879520861e-01,1.063275841344291511e-01,1.694286938409566190e+01,9.687430478309233095e+00,1.311067621879520861e-01,9.846425037077483067e-01,2.879879063527033054e+02,5.759758129933945838e+02
8.698553948832035587e+00,1.697198982013845381e+01,9.976219277435616206e-01,2.378072256438532473e-03,1.309565865837560017e-01,1.062057917194261236e-01,1.697198982013845381e+01,9.698553948832035587e+00,1.309565865837560017e-01,9.846860787653958225e-01,2.888588230240379175e+02,5.777176463369346493e+02
8.709677419354839856e+00,1.700112707959198488e+01,9.976300720426415358e-01,2.369927957358696630e-03,1.308067541810032930e-01,1.060842776407936727e-01,1.700112707959198488e+01,9.709677419354839856e+00,1.308067541810032930e-01,9.847294816869417433e-01,2.897313180037011762e+02,5.794626362971337130e+02
8.720800889877642348e+00,1.703028115247770202e+01,9.976381792384909630e-01,2.361820761509239065e-03,1.306572638065504055e-01,1.059630409471123830e-01,1.703028115247770202e+01,9.720800889877642348e+00,1.306572638065504055e-01,9.847727133412523814e-01,2.906053922465824257e+02,5.812107847837702366e+02
8.731924360400444840e+00,1.705945202883555112e+01,9.976462495418603194e-01,2.353750458139666334e-03,1.305081142925828830e-01,1.058420806912847290e-01,1.705945202883555112e+01,9.731924360400444840e+00,1.305081142925828830e-01,9.848157745918728612e-01,2.914810467070012692e+02,5.829620937054836531e+02
8.743047830923249109e+00,1.708863969872389177e+01,9.976542831620678342e-01,2.345716837931982341e-03,1.303593044765853914e-01,1.057213959305107615e-01,1.708863969872389177e+01,9.743047830923249109e+00,1.303593044765853914e-01,9.848586662970612027e-01,2.923582823387064877e+02,5.847165649697712979e+02
8.754171301446051601e+00,1.711784415221943689e+01,9.976622803070104295e-01,2.337719692989360162e-03,1.302108332013118819e-01,1.056009857262639462e-01,1.711784415221943689e+01,9.754171301446051601e+00,1.302108332013118819e-01,9.849013893098295114e-01,2.932371000948779169e+02,5.864742004829929556e+02
8.765294771968854093e+00,1.714706537941721010e+01,9.976702411831750439e-01,2.329758816824914480e-03,1.300626993147555865e-01,1.054808491442667945e-01,1.714706537941721010e+01,9.765294771968854093e+00,1.300626993147555865e-01,9.849439444779790609e-01,2.941175009281275265e+02,5.882350021503725657e+02
8.776418242491658361e+00,1.717630337043048172e+01,9.976781659956494019e-01,2.321834004350580710e-03,1.299149016701195425e-01,1.053609852544669517e-01,1.717630337043048172e+01,9.776418242491658361e+00,1.299149016701195425e-01,9.849863326441399280e-01,2.949994857905002732e+02,5.899989718760000414e+02
8.787541713014460854e+00,1.720555811539068714e+01,9.976860549481341156e-01,2.313945051866101235e-03,1.297674391257876148e-01,1.052413931310137579e-01,1.720555811539068714e+01,9.787541713014460854e+00,1.297674391257876148e-01,9.850285546458059649e-01,2.958830556334744415e+02,5.917661115628319521e+02
8.798665183537263346e+00,1.723482960444740897e+01,9.976939082429518990e-01,2.306091757048088844e-03,1.296203105452947979e-01,1.051220718522340863e-01,1.723482960444740897e+01,9.798665183537263346e+00,1.296203105452947979e-01,9.850706113153732124e-01,2.967682114079639746e+02,5.935364231126961840e+02
8.809788654060067614e+00,1.726411782776828829e+01,9.977017260810607802e-01,2.298273918939210732e-03,1.294735147972986000e-01,1.050030205006091677e-01,1.726411782776828829e+01,9.809788654060067614e+00,1.294735147972986000e-01,9.851125034801747615e-01,2.976549540643183036e+02,5.953099084262915994e+02
8.820912124582870106e+00,1.729342277553896778e+01,9.977095086620625386e-01,2.290491337937458367e-03,1.293270507555501769e-01,1.048842381627512060e-01,1.729342277553896778e+01,9.820912124582870106e+00,1.293270507555501769e-01,9.851542319625177235e-01,2.985432845523232004e+02,5.970865694031897419e+02
8.832035595105672598e+00,1.732274443796305263e+01,9.977172561842144738e-01,2.282743815785512765e-03,1.291809172988659382e-01,1.047657239293802861e-01,1.732274443796305263e+01,9.832035595105672598e+00,1.291809172988659382e-01,9.851957975797194234e-01,2.994332038212031080e+02,5.988664079418394977e+02
8.843159065628476867e+00,1.735208280526205371e+01,9.977249688444396192e-01,2.275031155560205184e-03,1.290351133110988480e-01,1.046474768953011697e-01,1.735208280526205371e+01,9.843159065628476867e+00,1.290351133110988480e-01,9.852372011441419275e-01,3.003247128196210838e+02,6.006494259395668678e+02
8.854282536151279359e+00,1.738143786767528809e+01,9.977326468383379554e-01,2.267353161662084057e-03,1.288896376811106970e-01,1.045294961593807859e-01,1.738143786767528809e+01,9.854282536151279359e+00,1.288896376811106970e-01,9.852784434632276822e-01,3.012178124956790271e+02,6.024356252925758781e+02
8.865406006674081851e+00,1.741080961545988259e+01,9.977402903601951811e-01,2.259709639805051323e-03,1.287444893027435699e-01,1.044117808245250412e-01,1.741080961545988259e+01,9.865406006674081851e+00,1.287444893027435699e-01,9.853195253395359288e-01,3.021125037969207483e+02,6.042250078959540360e+02
8.876529477196886120e+00,1.744019803889068854e+01,9.977478996029940372e-01,2.252100397006110647e-03,1.285996670747924508e-01,1.042943299976566845e-01,1.744019803889068854e+01,9.876529477196886120e+00,1.285996670747924508e-01,9.853604475707742338e-01,3.030087876703313441e+02,6.060175756436715346e+02
8.887652947719688612e+00,1.746960312826021067e+01,9.977554747584246320e-01,2.244525241575204538e-03,1.284551699009774950e-01,1.041771427896927560e-01,1.746960312826021067e+01,9.887652947719688612e+00,1.284551699009774950e-01,9.854012109498352379e-01,3.039066650623380497e+02,6.078133304285828444e+02
8.898776418242491104e+00,1.749902487387857164e+01,9.977630160168948770e-01,2.236983983105133005e-03,1.283109966899165233e-01,1.040602183155223126e-01,1.749902487387857164e+01,9.898776418242491104e+00,1.283109966899165233e-01,9.854418162648309609e-01,3.048061369188123422e+02,6.096122741424308060e+02
8.909899888765295373e+00,1.752846326607346583e+01,9.977705235675382589e-01,2.229476432461563722e-03,1.281671463550978496e-01,1.039435556939843630e-01,1.752846326607346583e+01,9.909899888765295373e+00,1.281671463550978496e-01,9.854822642991246662e-01,3.057072041850701112e+02,6.114144086758474259e+02
8.921023359288097865e+00,1.755791829519006697e+01,9.977779975982268290e-01,2.222002401773144099e-03,1.280236178148531911e-01,1.038271540478459404e-01,1.755791829519006697e+01,9.921023359288097865e+00,1.280236178148531911e-01,9.855225558313660539e-01,3.066098678058722271e+02,6.132197359183543313e+02
8.932146829810902133e+00,1.758738995159101748e+01,9.977854382955783086e-01,2.214561704421677546e-03,1.278804099923306070e-01,1.037110125037801339e-01,1.758738995159101748e+01,9.932146829810902133e+00,1.278804099923306070e-01,9.855626916355251232e-01,3.075141287254270424e+02,6.150282577583682269e+02
8.943270300333704625e+00,1.761687822565633255e+01,9.977928458449676352e-01,2.207154155032412923e-03,1.277375218154682135e-01,1.035951301923447310e-01,1.761687822565633255e+01,9.943270300333704625e+00,1.277375218154682135e-01,9.856026724809220374e-01,3.084199878873891407e+02,6.168399760831982803e+02
8.954393770856507118e+00,1.764638310778338237e+01,9.978002204305354006e-01,2.199779569464393840e-03,1.275949522169671224e-01,1.034795062479603456e-01,1.764638310778338237e+01,9.954393770856507118e+00,1.275949522169671224e-01,9.856424991322639828e-01,3.093274462348623501e+02,6.186548927790521475e+02
8.965517241379311386e+00,1.767590458838681400e+01,9.978075622351990637e-01,2.192437764800914211e-03,1.274527001342653787e-01,1.033641398088892271e-01,1.767590458838681400e+01,9.965517241379311386e+00,1.274527001342653787e-01,9.856821723496742571e-01,3.102365047103995721e+02,6.204730097310356314e+02
8.976640711902113878e+00,1.770544265789849447e+01,9.978148714406597231e-01,2.185128559340050562e-03,1.273107645095118423e-01,1.032490300172141107e-01,1.770544265789849447e+01,9.976640711902113878e+00,1.273107645095118423e-01,9.857216928887269081e-01,3.111471642560035775e+02,6.222943288231543875e+02
