z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,C_hat,mu_eta002,eta_slip_beta003,Sigma_eta002_beta003,Weyl_proxy,EG_proxy,delta_D_pct,delta_fsigma8_pct,delta_mu_pct,delta_slip_pct,delta_Sigma_pct,delta_Weyl_pct,delta_EG_pct
2.690975888536514926e+00,2.709310573135452205e-01,3.412524079274968369e-01,3.389538585076009025e-01,9.771583548840288014e-01,9.886271897908025519e-01,2.704341472813541758e-01,2.717652894907513494e-01,8.154343074290388849e-01,1.016308686148580831e+00,1.024463029222871135e+00,1.028739680692936087e+00,1.021810472454841801e+00,1.016805510075586394e+00,-6.735628427812555552e-01,4.922241598477873903e-01,1.630868614858083099e+00,2.446302922287113546e+00,2.873968069293608707e+00,2.181047245484180053e+00,1.680551007558639398e+00
2.684441636130333375e+00,2.714115458347366450e-01,3.418437379257292519e-01,3.395481026597605423e-01,9.770404780764041508e-01,9.884994131641638981e-01,2.708700821647377910e-01,2.722065542785648273e-01,8.117714755812160954e-01,1.016235429511624266e+00,1.024353144267436511e+00,1.028609693523912849e+00,1.021702114342562639e+00,1.016685789926436989e+00,-6.715452153368013377e-01,4.933996782318028629e-01,1.623542951162426640e+00,2.435314426743651062e+00,2.860969352391284914e+00,2.170211434256263949e+00,1.668578992643698911e+00
2.677918951519715041e+00,2.718928864886487884e-01,3.424360208925191218e-01,3.401433113895670490e-01,9.769220128699518391e-01,9.883708960218615669e-01,2.713064956025018071e-01,2.726482648071530401e-01,8.081247793366848065e-01,1.016162495586733661e+00,1.024243743380100602e+00,1.028480286974477353e+00,1.021594310080459644e+00,1.016566793085688314e+00,-6.695293027224168414e-01,4.945584519351478581e-01,1.616249558673366060e+00,2.424374338010060193e+00,2.848028697447735347e+00,2.159431008045964440e+00,1.656679308568831388e+00
2.671407814225823074e+00,2.723750807865147339e-01,3.430292578722780594e-01,3.407394856698816588e-01,9.768029565322322583e-01,9.882416371651772113e-01,2.717433865392926973e-01,2.730904201509969376e-01,8.044941391233162431e-01,1.016089882782466258e+00,1.024134824173699387e+00,1.028351458115281059e+00,1.021487056525481663e+00,1.016448515084519055e+00,-6.675151316827219183e-01,4.957006052139804608e-01,1.608988278246625825e+00,2.413482417369938737e+00,2.835145811528105853e+00,2.148705652548166256e+00,1.644851508451905531e+00
2.664908203806072517e+00,2.728581302422478649e-01,3.436234499070974779e-01,3.413366264715284037e-01,9.766833063202131626e-01,9.881116353737789959e-01,2.721807539065663750e-01,2.735330193707538049e-01,8.008794756342595411e-01,1.016017589512685282e+00,1.024026384269027812e+00,1.028223204027546744e+00,1.021380350547663962e+00,1.016330951476858369e+00,-6.655027286954202648e-01,4.968262615113604452e-01,1.601758951268528186e+00,2.402638426902781177e+00,2.822320402754674440e+00,2.138035054766396215e+00,1.633095147685836857e+00
2.658420099854072127e+00,2.733420363724461954e-01,3.442185980367197806e-01,3.419347347632640255e-01,9.765630594802502396e-01,9.879808894057664492e-01,2.726185966225094237e-01,2.739760615131790478e-01,7.972807098261702752e-01,1.015945614196523294e+00,1.023918421294785164e+00,1.028095521802994128e+00,1.021274189030034307e+00,1.016214097839225117e+00,-6.634921199731695918e-01,4.979355434615796994e-01,1.594561419652329448e+00,2.391842129478516377e+00,2.809552180299412782e+00,2.127418903003430728e+00,1.621409783922511672e+00
2.651943481999552876e+00,2.738268006963976431e-01,3.448147032985093285e-01,3.425338115117471105e-01,9.764422132480681249e-01,9.878493979977148731e-01,2.730569135919599377e-01,2.744195456110468667e-01,7.936977629174410964e-01,1.015873955258348893e+00,1.023810932887523339e+00,1.027968408543768586e+00,1.021168568868519255e+00,1.016097949770571773e+00,-6.614833314656042296e-01,4.990285728942082666e-01,1.587395525834889298e+00,2.381093288752333947e+00,2.796840854376858587e+00,2.116856886851925523e+00,1.609794977057177334e+00
2.645478329908311554e+00,2.743124247360843038e-01,3.454117667274229642e-01,3.431338576815077812e-01,9.763207648487426393e-01,9.877171598647198625e-01,2.734957037063282526e-01,2.748634706830717089e-01,7.901305563864492454e-01,1.015802611127728960e+00,1.023703916691593552e+00,1.027841861362366327e+00,1.021063486971851564e+00,1.015982502892126549e+00,-6.594763888610558622e-01,5.001054708384468084e-01,1.580261112772896048e+00,2.370391669159355175e+00,2.784186136236632692e+00,2.106348697185156382e+00,1.598250289212654884e+00
2.639024623282140602e+00,2.747989100161876141e-01,3.460097893559805904e-01,3.437348742349167763e-01,9.761987114966806933e-01,9.875841737004412701e-01,2.739349658435169532e-01,2.753078357338287763e-01,7.865790119698035099e-01,1.015731580239396026e+00,1.023597370359094150e+00,1.027715877381564447e+00,1.020958940261478043e+00,1.015867752847238403e+00,-6.574713175884581151e-01,5.011663575273787030e-01,1.573158023939602579e+00,2.359737035909414971e+00,2.771587738156444658e+00,2.095894026147804290e+00,1.586775284723840329e+00
2.632582341858768160e+00,2.752862580640929591e-01,3.466087722142358607e-01,3.443368621321544754e-01,9.760760503956036338e-01,9.874504381771478378e-01,2.743746988678413823e-01,2.757526397536744223e-01,7.830430516606003977e-01,1.015660861033212070e+00,1.023491291549817994e+00,1.027590453734347209e+00,1.020854925671466296e+00,1.015753695301220949e+00,-6.554681428192872250e-01,5.022113524019776731e-01,1.566086103321207013e+00,2.349129154981799417e+00,2.759045373434720894e+00,2.085492567146629561e+00,1.575369530122094908e+00
2.626151465411793229e+00,2.757744704098944455e-01,3.472087163297462031e-01,3.449398223311797018e-01,9.759527787385280373e-01,9.873159519457609390e-01,2.748149016299493153e-01,2.761978817186663271e-01,7.795225977066849721e-01,1.015590451954133666e+00,1.023385677931200499e+00,1.027465587563834326e+00,1.020751440148412792e+00,1.015640325941199684e+00,-6.534668894693643759e-01,5.032405741153210821e-01,1.559045195413366613e+00,2.338567793120049920e+00,2.746558756383432609e+00,2.075144014841279194e+00,1.564032594119968422e+00
2.619731973750621279e+00,2.762635485863998985e-01,3.478096227275427887e-01,3.455437557876985255e-01,9.758288937077486125e-01,9.871807136358983215e-01,2.752555729667404139e-01,2.766435605904832840e-01,7.760175726089127979e-01,1.015520351452178227e+00,1.023280527178267452e+00,1.027341276023211236e+00,1.020648480651353829e+00,1.015527640475958782e+00,-6.514675822006320560e-01,5.042541405367233498e-01,1.552035145217822709e+00,2.328052717826745166e+00,2.734127602321123618e+00,2.064848065135382882e+00,1.552764047595878161e+00
2.613323846720404298e+00,2.767534941291353023e-01,3.484114924301006111e-01,3.461486634551326214e-01,9.757043924748201036e-01,9.870447218559180724e-01,2.756967117012856794e-01,2.770896753163448745e-01,7.725278991194168832e-01,1.015450557982388258e+00,1.023175836973582609e+00,1.027217516275654940e+00,1.020546044151670495e+00,1.015415634635787656e+00,-6.494702454230798505e-01,5.052521687558085839e-01,1.545055798238825773e+00,2.317583697358260864e+00,2.721751627565494047e+00,2.054604415167049503e+00,1.541563463578765614e+00
2.606927064201971955e+00,2.772443085763500736e-01,3.490143264573081772e-01,3.467545462845875726e-01,9.755792722005405260e-01,9.869079751929623612e-01,2.761383166427466840e-01,2.775362248289307554e-01,7.690535002398676268e-01,1.015381070004797381e+00,1.023071605007195961e+00,1.027094305494264725e+00,1.020444127633001186e+00,1.015304304172330641e+00,-6.474749032965623208e-01,5.062347750865056062e-01,1.538107000479738140e+00,2.307160500719596108e+00,2.709430549426472545e+00,2.044412763300118563e+00,1.530430417233064055e+00
2.600541606111773874e+00,2.777359934690215582e-01,3.496181258264366987e-01,3.473614052248212292e-01,9.754535300349338467e-01,9.867704722130010708e-01,2.765803865862938582e-01,2.779832080462997790e-01,7.655942992197385388e-01,1.015311885984394813e+00,1.022967828976592219e+00,1.026971640861990220e+00,1.020342728091150120e+00,1.015193644858435995e+00,-6.454815797324503501e-01,5.072020750713053250e-01,1.531188598439481297e+00,2.296782897659221945e+00,2.697164086199022037e+00,2.034272809115011960e+00,1.519364485843599510e+00
2.594167452401812568e+00,2.782285503508600266e-01,3.502228915521098940e-01,3.479692412222114561e-01,9.753271631172329981e-01,9.866322114608750971e-01,2.770229203130255002e-01,2.784306238718083359e-01,7.621502195545614144e-01,1.015243004391091164e+00,1.022864506586636857e+00,1.026849519571559677e+00,1.020241842533994747e+00,1.015083652488005139e+00,-6.434902983956192202e-01,5.081541834849562234e-01,1.524300439109116390e+00,2.286450658663685687e+00,2.684951957155967683e+00,2.024184253399474720e+00,1.508365248800513925e+00
2.587804583059583940e+00,2.787219807683133932e-01,3.508286246462727909e-01,3.485780552207240479e-01,9.752001685758637795e-01,9.864931914603397578e-01,2.774659165898860635e-01,2.788784711940295313e-01,7.587211849841770661e-01,1.015174423699683581e+00,1.022761635549525261e+00,1.026727938825409137e+00,1.020141467981398264e+00,1.014974322875843660e+00,-6.415010827060951826e-01,5.090912143387045230e-01,1.517442369968358129e+00,2.276163554952526091e+00,2.672793882540913657e+00,2.014146798139826444e+00,1.497432287584365973e+00
2.581452978108010221e+00,2.792162862705723225e-01,3.514353261181609733e-01,3.491878481618801433e-01,9.750725435284283149e-01,9.863534107141083140e-01,2.779093741695838893e-01,2.793267488866708059e-01,7.553071194909749542e-01,1.015106142389819555e+00,1.022659213584729221e+00,1.026606895835610489e+00,1.020041601465116132e+00,1.014865651857511208e+00,-6.395139558409600467e-01,5.100132808841547627e-01,1.510614238981955459e+00,2.265921358472922087e+00,2.660689583561048899e+00,2.004160146511613227e+00,1.486565185751120843e+00
2.575112617605382681e+00,2.797114684095747261e-01,3.520429969742691068e-01,3.497986209847240846e-01,9.749442850816888440e-01,9.862128677038947133e-01,2.783532917905092163e-01,2.797754558084923349e-01,7.519079472981223811e-01,1.015038158945962499e+00,1.022557238418943637e+00,1.026486387823797308e+00,1.019942240028705926e+00,1.014757635289172066e+00,-6.375289407359135962e-01,5.109204956172926915e-01,1.503815894596249869e+00,2.255723841894363701e+00,2.648638782379730827e+00,1.994224002870592649e+00,1.475763528917206635e+00
2.568783481645294131e+00,2.802075287400109249e-01,3.526516382183199627e-01,3.504103746257901109e-01,9.748153903315521784e-01,9.860715608904576657e-01,2.787976681766517473e-01,2.802245908032244270e-01,7.485235928677737016e-01,1.014970471857355561e+00,1.022455707786033230e+00,1.026366412021096020e+00,1.019843380727436521e+00,1.014650269047447484e+00,-6.355460600873000798e-01,5.118129702822884486e-01,1.497047185735556063e+00,2.245570778603322992e+00,2.636641202109601956e+00,1.984338072743652148e+00,1.465026904744748393e+00
2.562465550356578081e+00,2.807044688193284787e-01,3.532612508512325000e-01,3.510231100190698283e-01,9.746858563630547145e-01,9.859294887136430541e-01,2.792425020375179368e-01,2.806741526994850355e-01,7.451539808992644343e-01,1.014903079617985204e+00,1.022354619426977917e+00,1.026246965668049294e+00,1.019745020628195720e+00,1.014543549029266023e+00,-6.335653363536356553e-01,5.126908158754241995e-01,1.490307961798520431e+00,2.235461942697791748e+00,2.624696566804929354e+00,1.974502062819571968e+00,1.454354902926602300e+00
2.556158803903247456e+00,2.812022902077370157e-01,3.538718358710902789e-01,3.516368280959789594e-01,9.745556802503464455e-01,9.857866495924269001e-01,2.796877920680481688e-01,2.811241403106971015e-01,7.417990363272798371e-01,1.014835980726545683e+00,1.022253971089818414e+00,1.026128046014543660e+00,1.019647156809397215e+00,1.014437471151714121e+00,-6.315867917574249368e-01,5.135541426489821371e-01,1.483598072654568334e+00,2.225397108981841399e+00,2.612804601454365994e+00,1.964715680939721487e+00,1.443747115171412077e+00
2.549863222484431979e+00,2.817009944682130618e-01,3.544833942731094867e-01,3.522515297853241467e-01,9.744248590566763069e-01,9.856430419249587738e-01,2.801335369485331572e-01,2.815745524350052875e-01,7.384586843199966166e-01,1.014769173686399961e+00,1.022153760529599831e+00,1.026009650319734012e+00,1.019549786360889554e+00,1.014332031351887098e+00,-6.296104482868425389e-01,5.144030601151755588e-01,1.476917368639996120e+00,2.215376052959983078e+00,2.600965031973401231e+00,1.954978636088955390e+00,1.433203135188709787e+00
2.543578786334313335e+00,2.822005831665052034e-01,3.550959270496069631e-01,3.528672160132693136e-01,9.742933898343777432e-01,9.854986640886044258e-01,2.805797353445309561e-01,2.820253878551927107e-01,7.351328502771908857e-01,1.014702657005543740e+00,1.022053985508315721e+00,1.025891775851968557e+00,1.019452906383860213e+00,1.014227225586740166e+00,-6.276363276975288619e-01,5.152376770498415803e-01,1.470265700554374000e+00,2.205398550831572102e+00,2.589177585196855702e+00,1.945290638386021342e+00,1.422722558674016646e+00
2.537305475722068326e+00,2.827010578711386390e-01,3.557094351899678375e-01,3.534838877033021354e-01,9.741612696248541647e-01,9.853535144399889756e-01,2.810263859067833048e-01,2.824766453385972875e-01,7.318214598283143690e-01,1.014636429196566381e+00,1.021954643794849460e+00,1.025774419888710653e+00,1.019356513990740565e+00,1.014123049832936996e+00,-6.256644515142368856e-01,5.160581014962185575e-01,1.463642919656638064e+00,2.195464379484945994e+00,2.577441988871065348e+00,1.935651399074056478e+00,1.412304983293699578e+00
2.531043270951800928e+00,2.832024201534204533e-01,3.563239196806130549e-01,3.541015457762002328e-01,9.740284954585650690e-01,9.852075913150392106e-01,2.814734872711314173e-01,2.829283236370279675e-01,7.285244388305222030e-01,1.014570488776610491e+00,1.021855733164915625e+00,1.025657579716460432e+00,1.019260606305109951e+00,1.014019500086699388e+00,-6.236948410325139358e-01,5.168644407688630649e-01,1.457048877661049069e+00,2.185573316491562501e+00,2.565757971646043245e+00,1.926060630510995075e+00,1.401950008669938796e+00
2.524792152362484998e+00,2.837046715874443903e-01,3.569393815049666241e-01,3.547201911499970328e-01,9.738950643550123853e-01,9.850608930290266629e-01,2.819210380584320497e-01,2.833804214866805782e-01,7.252417133666586579e-01,1.014504834267333067e+00,1.021757251400999822e+00,1.025541252630674860e+00,1.019165180461597764e+00,1.013916572363654511e+00,-6.217275173203919980e-01,5.176568014573112997e-01,1.450483426733306658e+00,2.175725140099982191e+00,2.554125263067485996e+00,1.916518046159776389e+00,1.391657236365451134e+00
2.518552100327900778e+00,2.842078137500956836e-01,3.575558216434230885e-01,3.553398247399476850e-01,9.737609733227264863e-01,9.849134178766101311e-01,2.823690368744732893e-01,2.838329376080532818e-01,7.219732097431862394e-01,1.014439464194863749e+00,1.021659196292295624e+00,1.025425435935687801e+00,1.019070233605785525e+00,1.013814262698684132e+00,-6.197625012201125605e-01,5.184352894296859748e-01,1.443946419486374921e+00,2.165919629229562382e+00,2.542543593568780125e+00,1.907023360578552484e+00,1.381426269868413215e+00
2.512323095256573158e+00,2.847118482210562740e-01,3.581732410733143301e-01,3.559604474584945333e-01,9.736262193592536418e-01,9.847651641318792004e-01,2.828174823098897894e-01,2.842858707058624201e-01,7.187188544880573904e-01,1.014374377089761081e+00,1.021561565634641733e+00,1.025310126944620759e+00,1.018975762894100523e+00,1.013712567145764742e+00,-6.177998133497809574e-01,5.192000098366207350e-01,1.437437708976108119e+00,2.156156563464173281e+00,2.531012694462075885e+00,1.897576289410052297e+00,1.371256714576474245e+00
2.506105117591710396e+00,2.852167765828095281e-01,3.587916407688762077e-01,3.565820602152326990e-01,9.734907994511431406e-01,9.846161300483956547e-01,2.832663729400778374e-01,2.847392194689570277e-01,7.154785743485175820e-01,1.014309571486970318e+00,1.021464357230455589e+00,1.025195322979303825e+00,1.018881765493719671e+00,1.013611481777818346e+00,-6.158394741049333376e-01,5.199510671147529184e-01,1.430957148697031833e+00,2.146435723045558852e+00,2.519532297930382470e+00,1.888176549371967106e+00,1.361148177781834612e+00
2.499898147811143279e+00,2.857226004206453451e-01,3.594110217012154163e-01,3.572046639168751092e-01,9.733547105739341898e-01,9.844663138592367746e-01,2.837157073251105888e-01,2.851929825702341770e-01,7.122522962888362397e-01,1.014245045925776800e+00,1.021367568888664978e+00,1.025081021370179757e+00,1.018788238582456041e+00,1.013511002686547258e+00,-6.138815036603106901e-01,5.206885649904376967e-01,1.424504592577680029e+00,2.136756888866497839e+00,2.508102137017975686e+00,1.878823858245604050e+00,1.351100268654725767e+00
2.493702166427262057e+00,2.862293213226650979e-01,3.600313848382759585e-01,3.578282594672179684e-01,9.732179496921447015e-01,9.843157137770379705e-01,2.841654840096528023e-01,2.856471586665536577e-01,7.090399474879552910e-01,1.014180798949759099e+00,1.021271198424638760e+00,1.024967219456218714e+00,1.018695179348656721e+00,1.013411125982280003e+00,-6.119259219713919506e-01,5.214126064833843888e-01,1.418079894975909916e+00,2.127119842463875976e+00,2.496721945621871441e+00,1.869517934865672082e+00,1.341112598228000330e+00
2.487517153986959162e+00,2.867369408797865171e-01,3.606527311448050610e-01,3.584528477671050650e-01,9.730805137592583032e-01,9.841643279940351929e-01,2.846157015228750198e-01,2.861017463986518239e-01,7.058414553370511157e-01,1.014116829106741058e+00,1.021175243660111587e+00,1.024853914584818559e+00,1.018602584991086246e+00,1.013311847793803011e+00,-6.099727487760864264e-01,5.221232939101809745e-01,1.411682910674105784e+00,2.117524366011158676e+00,2.485391458481855942e+00,1.860258499108624619e+00,1.331184779380301109e+00
2.481343091071562146e+00,2.872454606857489101e-01,3.612750615823195344e-01,3.590784297143928550e-01,9.729423997177140127e-01,9.840121546821075649e-01,2.850663583783682453e-01,2.865567443910563838e-01,7.026567474369928012e-01,1.014053134948739832e+00,1.021079702423109747e+00,1.024741104111710266e+00,1.018510452718815129e+00,1.013213164268199407e+00,-6.080220035963259662e-01,5.228207288879562764e-01,1.405313494873983160e+00,2.107970242310974740e+00,2.474110411171026591e+00,1.851045271881512910e+00,1.321316426819940659e+00
2.475179958296778171e+00,2.877548823371179898e-01,3.618983771090714674e-01,3.597050062039147122e-01,9.728036044988936926e-01,9.838591919928197926e-01,2.855174530740577366e-01,2.870121512519997475e-01,6.994857515957010330e-01,1.013989715031913930e+00,1.020984572547871005e+00,1.024628785400854891e+00,1.018418779751100400e+00,1.013115071570678039e+00,-6.060737057396921035e-01,5.235050123378324205e-01,1.398971503191392962e+00,2.098457254787100545e+00,2.462878540085489121e+00,1.841877975110040033e+00,1.311507157067803853e+00
2.469027736312630061e+00,2.882652074332909264e-01,3.625226786800140322e-01,3.603325781274455686e-01,9.726641250231125024e-01,9.837054380574642432e-01,2.859689840921172954e-01,2.874679655733330397e-01,6.963283958253866368e-01,1.013926567916507704e+00,1.020889851874761556e+00,1.024516955824338105e+00,1.018327563317263706e+00,1.013017565884402948e+00,-6.041278743009587116e-01,5.241762444884188188e-01,1.392656791650770387e+00,2.088985187476155581e+00,2.451695582433810472e+00,1.832756331726370647e+00,1.301756588440294848e+00
2.462886405803397682e+00,2.887764375765013436e-01,3.631479672467669562e-01,3.609611463736656090e-01,9.725239581996073523e-01,9.835508909871042427e-01,2.864209498988823932e-01,2.879241859304392803e-01,6.931846083396633329e-01,1.013863692166793173e+00,1.020795538250189871e+00,1.024405612762259832e+00,1.018236800656564078e+00,1.012920643410315957e+00,-6.021845281637924208e-01,5.248345248794081819e-01,1.386369216679317340e+00,2.079553825018987112e+00,2.440561276225983178e+00,1.823680065656407834e+00,1.292064341031595731e+00
2.456755947487555325e+00,2.892885743718244251e-01,3.637742437575816612e-01,3.615907118281245225e-01,9.723831009265270220e-01,9.833955488726159322e-01,2.868733489447639062e-01,2.883808108821467875e-01,6.900543175505261528e-01,1.013801086351010516e+00,1.020701629526515886e+00,1.024294753602619679e+00,1.018146489018068035e+00,1.012824300366958363e+00,-6.002436860022007936e-01,5.254799523650193205e-01,1.380108635101051640e+00,2.070162952651588562e+00,2.429475360261967865e+00,1.814648901806803494e+00,1.282430036695836328e+00
2.450636342117711308e+00,2.898016194271819113e-01,3.644015091573065690e-01,3.622212753732050317e-01,9.722415500909230568e-01,9.832394097847307890e-01,2.873261796641614629e-01,2.888378389706416915e-01,6.869374520651803095e-01,1.013738749041303677e+00,1.020608123561955516e+00,1.024184375741196362e+00,1.018056625660512804e+00,1.012728532990286201e+00,-5.983053662822136465e-01,5.261126251172509871e-01,1.373874904130367725e+00,2.060812356195551587e+00,2.418437574119636224e+00,1.805662566051280393e+00,1.272853299028620100e+00
2.444527570480549361e+00,2.903155743533470945e-01,3.650297643873519626e-01,3.628528378880864769e-01,9.720993025687387767e-01,9.830824717740780372e-01,2.877794404753762358e-01,2.892952687213810048e-01,6.838339406827164124e-01,1.013676678813654419e+00,1.020515018220481407e+00,1.024074476581424031e+00,1.017967207852165323e+00,1.012633337533480837e+00,-5.963695872634200423e-01,5.267326406295067542e-01,1.367667881365441929e+00,2.051501822048140689e+00,2.407447658142403135e+00,1.796720785216532335e+00,1.263333753348083732e+00
2.438429613396767337e+00,2.908304407639499822e-01,3.656590103856546814e-01,3.634854002487083457e-01,9.719563552248016158e-01,9.829247328712265031e-01,2.882331297805240666e-01,2.897530986430045807e-01,6.807437123906130427e-01,1.013614874247812159e+00,1.020422311371718349e+00,1.023965053534259262e+00,1.017878232870675914e+00,1.012538710266756237e+00,-5.944363670004640943e-01,5.273400957197039718e-01,1.361487424781215871e+00,2.042231137171834909e+00,2.396505353425926188e+00,1.787823287067591416e+00,1.253871026675623668e+00
