z,a,dH,dB,dS,dV,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag,Omega_MAAT
6.686773050723294887e+01,1.473454309619835756e-02,6.160703682888424857e-04,6.160535116010043772e-04,1.263672140497860931e-04,1.348085129295716056e-01,9.993843089407287161e-01,9.993843257766661381e-01,9.998736487526054262e-01,8.812059379237860979e-01,9.583279580977013268e-01,9.583279580977013268e-01,3.471814154945536135e-01,2.604989160492457434e-01,4.168955542203227455e-07
6.624427423484243604e+01,1.487115462808955187e-02,6.160702436814292308e-04,6.160525070882201179e-04,1.292009135867530655e-04,1.348082931160779485e-01,9.993843090651827188e-01,9.993843267799426000e-01,9.998708157771328819e-01,8.812061086142516375e-01,9.583280203345236892e-01,9.583280203345236892e-01,3.471804111011773664e-01,2.604981620840876033e-01,4.262441558164003397e-07
6.562654524581149929e+01,1.500903275579736421e-02,6.160701130673073905e-04,6.160514699612935690e-04,1.320981561725259015e-04,1.348080661657626578e-01,9.993843091956361446e-01,9.993843278157927834e-01,9.998679192914454728e-01,8.812062848467001608e-01,9.583280845926704927e-01,9.583280845926704927e-01,3.471793839828380968e-01,2.604973910566673045e-01,4.358023910167951968e-07
6.501449092734884516e+01,1.514818922258347016e-02,6.160699762837783342e-04,6.160503996537496953e-04,1.350603666619701250e-04,1.348078319546663073e-01,9.993843093322511972e-01,9.993843288847829021e-01,9.998649578721774400e-01,8.812064667173959975e-01,9.583281509072700821e-01,9.583281509072700821e-01,3.471783336336249914e-01,2.604966025871939261e-01,4.455749605317610160e-07
6.440805914998253456e+01,1.528863588058730801e-02,6.160698331663337895e-04,6.160492956173444293e-04,1.380890018581724824e-04,1.348075903628188354e-01,9.993843094751926337e-01,9.993843299874602959e-01,9.998619300640815277e-01,8.812066543195059554e-01,9.583282193123230375e-01,9.583282193123230375e-01,3.471772595369331249e-01,2.604957962878585165e-01,4.555666704712909712e-07
6.380719826311965903e+01,1.543038469183565832e-02,6.160696835475948418e-04,6.160481572320217897e-04,1.411855512286902948e-04,1.348073412545358618e-01,9.993843096246272095e-01,9.993843311244443584e-01,9.998588343793172184e-01,8.812068477583996362e-01,9.583282898462766042e-01,9.583282898462766042e-01,3.471761611633611411e-01,2.604949717612262683e-01,4.657824347080811305e-07
6.321185709064759806e+01,1.557344772926134817e-02,6.160695272575087171e-04,6.160469838954000252e-04,1.443515376378477625e-04,1.348070844980006622e-01,9.993843097807248999e-01,9.993843322963364972e-01,9.998556692967210946e-01,8.812070471364437108e-01,9.583283625464851241e-01,9.583283625464851241e-01,3.471750379723014257e-01,2.604941286014599844e-01,4.762272772934348634e-07
6.262198492657483939e+01,1.571783717773164030e-02,6.160693641237001720e-04,6.160457749935370790e-04,1.475885180954497177e-04,1.348068199588667027e-01,9.993843099436577893e-01,9.993843335037503328e-01,9.998524332610608800e-01,8.812072525579700555e-01,9.583284374510195880e-01,9.583284374510195880e-01,3.471738894110786844e-01,2.604932663936637693e-01,4.869063349273290764e-07
6.203753153071277637e+01,1.586356533508590655e-02,6.160691939703137826e-04,6.160445299193081405e-04,1.508980845222689625e-04,1.348065475042793671e-01,9.993843101136017371e-01,9.993843347472919358e-01,9.998491246822742706e-01,8.812074641261522512e-01,9.583285145975299901e-01,9.583285145975299901e-01,3.471727149150646841e-01,2.604923847139756776e-01,4.978248594838188574e-07
6.145844712439613033e+01,1.601064461318318921e-02,6.160690166190330944e-04,6.160432480036347018e-04,1.542818645326953604e-04,1.348062669878268283e-01,9.993843102907347120e-01,9.993843360276296606e-01,9.998457419346893360e-01,8.812076819546919015e-01,9.583285940275032555e-01,9.583285940275032555e-01,3.471715139059903255e-01,2.604914831282773569e-01,5.089882205930586499e-07
